text,Golden,RL_Types,golden_parsed,predicted_parsed,error_type
老市中心和新市中心的区别，从小在红谷滩长大，以前是叫昌北的，小时候到处都是一片荒芜，鸟不拉屎的地方，都是说过了八一桥才是真南昌，所以去东湖那边都会说去南昌。后面红谷滩才慢慢开发起来，建了很多大厦，开设地铁，引入CBD，包括各级政府的迁移，也改名从红谷滩新区到红谷滩区了，现在说是南昌的市中心我觉得没毛病。,15,"输出：[认同逻辑1], [认同逻辑2]","{1, 5}",set(),missed
因为红谷滩新区不是行政区，是经济区哈哈哈哈，我现在淘宝里还有地址,2,输出：[认同逻辑2],{2},set(),missed
原来省政府在八一广场那，八一广场一带就是市中心，中山路、步行街，大点范围可以说市中心是东湖西湖区。小时候逛街都是去八一广场、中上路、万寿宫、步行街。后来，孟建柱到了江西，用上海模式建立了一江两岸，发展了红谷滩，市政府迁了过去，政治中心的转移，也使得红谷滩发展越来越好，包括后来发展的新建县。我还记得小时候和妈妈去昌北，那时候还得坐小巴车、车上也脏，真的就是去了农村。后来红谷滩开始发展的时候，我去新建二中读书，我依然还记得那时候上一周学回来，脚上全是泥，我爸开玩笑说我是耕田回来的。没有贬义的意思啊！现在红谷滩和新建区都发展的很好，我也很喜欢我的母校。就是突然看到这个话题，想起来小时候。,1,"输出：[认同逻辑1], [认同逻辑3]",{1},set(),missed
我老公南昌土著，说他小时候红谷滩就是一片荒滩。,3,"输出：[认同逻辑3], [认同逻辑1]",{3},set(),missed
黄明他妈我见过，标准的市里人，不是胶州口音,4,输出：[认同逻辑4],{4},set(),missed
抱抱，反正在我眼里我只看行政区域划分，属于青岛那就是青岛人，管是胶州还是城阳，早些年因为交通不便利人们觉得隔着远就罢了，现在不管地铁还是开车一会就到了呀,2,输出：[认同逻辑2],{2},set(),missed
而且莱西平度跟青岛持平的就剩口音了，别的方面跟青岛都有差距，胶州起码还有地铁机场,45,"输出：[认同逻辑4], [认同逻辑5]","{4, 5}",set(),missed
画多了，应该就是市南+市北（不能过北岭水清沟）+崂山（不能过金家岭），这些才是青岛市里the city哈哈。----土生土长的青岛小嫚现在是老阿姨一枚,1,"[认同逻辑1], [认同逻辑3]",{1},set(),missed
我家闺女户口就是平度的，因为她爸爸是土生土长平度人，我是济南的，我们现在都在济南生活，我从小就教孩子说是济南人，老家平度的，千万别说是青岛的，她爸爸经常自称青岛人，被人家青岛人笑话,1,"输出：[认同逻辑2], [认同逻辑3]",{1},set(),missed
青岛鄙视链的陋习延续这么多年了..还是没有任何改变...曾经的老西镇看谁都是老巴子.. 到老台东看谁都很土..不洋气.. 直到市南辛家庄拆迁改造后开始看不起一切众生了... 从前的老青岛人只承认市内四区（市南>市北>四方>李沧）崂山区都被排除在外的... 更何况七区五市之外的了..所谓土生土长的青岛人..真觉得这个陋习什么时候能改变？,1,"输出：认同逻辑1, 认同逻辑2, 认同逻辑3",{1},"{2, 3}",missed
莱西与莱阳以前好像是一块的，我看百度说莱西以前属于烟台，我感觉我们这边口音都不太一样,4,"输出：[认同逻辑2], [认同逻辑4]",{4},set(),missed
以前平度不在青岛范围 后来规划进去了,2,输出：[认同逻辑2],{2},set(),missed
我见过一些平度人对我们潍坊归属感比青岛还强,1,输出：[认同逻辑2],{1},set(),missed
奇了怪了。。在青岛土生土长二十五年了，老家平度，从小在李沧长大，后来父母家搬去了城阳，工作后市北住过，现在住在李村，公司在崂山，那些传播什么青岛市区鄙视链的什么市里人看不起哪哪哪人的什么排外的到底是谁啊我咋啥也没感觉到呢,3,"输出：[认同逻辑1], [认同逻辑3]",{3},set(),missed
碰到过一个从外地搬来青岛的 住在市南区 觉得自己老高贵了 说什么李沧是城乡结合部 崂山全是拆迁户 莱西平度是偏远山区青岛土生土长本地人只会觉得我小岛岛哪都好 最爱我小岛岛,13,"输出：认同逻辑1, 认同逻辑3","{1, 3}",{3},missed
我李村的，我一个胶州的同事，住在市南租房子，他说我李村不属于市区，笑死人了，后面我才知道他是胶州的。给我拽上了还。,1,"输出：[认同逻辑1], [认同逻辑3]",{1},set(),missed
我潍坊人，平度以前属于潍坊过，所以现在还有一些老一辈平度人的对潍坊归属感比青岛强,2,[认同逻辑2],{2},set(),missed
我市南土生土长的，上学的时候去了烟台，大学毕业回家后，嫁了胶州小伙子，因为孩子上学所以我们就住胶州了，我家市区有七八套房子，胶州城阳也都有房子。我爸妈现在住崂山，我每次回家邻居都会说我终于从村里进城了，有一次遇到问我一句你在胶州是不是住不上有暖气的房子…呵呵有啥好说的呢，嘴长在别人身上爱说啥说啥呗。,136,"输出：[认同逻辑3], [认同逻辑5], [认同逻辑6]","{1, 3, 6}",set(),missed
我即墨的，我到新青岛话地区我觉得顺即墨话很高贵。因为即墨话（包括崂山城阳李村平度南）才是正宗的青岛土著方言，新青岛话是外地移民讨生活跟土著人方言碰撞融合形成的。,4,"输出：[认同逻辑4], [认同逻辑1]",{4},set(),missed
完全就从来不是 只是近十几年行政合并了仅此而已 之前 人家都是跟青岛平级的 都是叫 即墨市 胶州市 莱西市 胶南市 平度市 大家都是市 跟青岛市有什么关系？ 因为这是事实 不知道为什么要喷 这个年代是不是实话不能说？根本不存在什么歧视 看不起 大家都是平级市区 不分上下 大家说话口音完全不一样他部分习惯也不同 你就不是我 你为什么非得说是我？？你是我 那我是谁？这很奇怪 我很痛苦,24,输出：[认同逻辑2],"{2, 4}",set(),missed
因为这自古以来都是即墨的地盘，所以土著是即墨人，这里的即墨指的是除平度莱西胶州黄岛以外的所有青岛地区，不要说平度那个即墨，那个是上古即墨邑，我说的是从隋朝开始一直到清末的大一统的即墨县（大一统指人文方言文化习俗统一）,1,"输出：[认同逻辑1], [认同逻辑2]",{1},set(),missed
大学两个舍友一个胶州的一个城阳的 俩人互相鄙视 城阳舍友说胶州不属于青岛（说胶州没划为区）胶州舍友说城阳啥啥都没有之后胶南即墨被划为区 胶州舍友气半死在宿舍说胶南穷为啥不把胶州划进区城阳舍友就特别希望找市南市北区男朋友 同级有个黄岛男生对她很好 俩人经常一起吃饭出去玩啥的 以为他俩能在一起但是城阳舍友嫌男生是黄岛的最后也不了了之了,125,"输出：[认同逻辑1], [认同逻辑2]","{1, 2, 5}",set(),missed
我老公认识我的时候，说他是黄岛的，拒不承认跟青岛有任何关系～很长一段时间我单纯的以为黄岛是一个单独的地方，跟青岛没关～,1,"输出：认同逻辑1, 认同逻辑2",{1},{2},missed
胶东机场对市区来说远 我承认 但是那些市区的动不动的就潍坊机场 给潍坊建的机场 怎么的 合着胶州被你们划到潍坊去了呗？,1,输出：[认同逻辑2],{1},set(),missed
这个鄙视链是在老一辈那，因为当时青岛交通不发达，只有市南市北住人多，李沧黄岛是农村种地多。,17,输出：认同逻辑1,"{1, 7}",set(),missed
但我得承认小时候我确实真情实意的认为平度、即墨不是青岛的就是，那个时候的说法都是去周末去平度/即墨玩儿，晚上抓紧时间赶回青岛（算狭义青岛吧）。就像我也曾以为寿光不是潍坊的，诸暨跟绍兴没关系，余姚也跟宁波没关系一样……但这种认知并不涉及歧视，就是日常用语会造成的模糊,1,输出：认同逻辑1,{1},set(),missed
我外地人在青岛生活十多年，公里公道说句，其实日常生活中青岛人没有表现出来青岛区域歧视，但是在偶有的聊天或者一些言论里，能看出来多少会带点儿那种感觉，比如他们会特指一些，像说那个沧口曼儿，或者说青岛话的口音，会问你家哪个区的，城阳的，哦，怪不得，你们懂那种感觉吧，但毕竟我不是青岛人，就听他们聊天中就会有那种地域划分和主城区优越感的只字片语，倒是说不上歧视什么的,14,"输出：[认同逻辑1], [认同逻辑4]","{1, 4}",set(),missed
谢谢小姐姐，前几天看到过你这条评论，当时就很有感触，我是土生土长平度人，具体点是平度南村人，高中搬家到一中附近，我一直觉得平度超级好，四季分明，农产品虽赶不上寿光，可是从小过完年爸妈会带我去路边买草莓，五月份去云山过樱桃节，夏天有时吃明村西瓜有时吃东王府庄的人开着三轮车走街串巷卖的西瓜，秋天必定要吃大泽山葡萄，配上八月十五的烧鸡，冬天仁兆白菜和古岘芹菜堆满整个过洞…长大以后走过很多地方才发现平度没有一个大型综合性商超，也没有什么高新产业经济带，甚至现在连财政都岌岌可危，但我还是会想念南村街里的水果摊烧饼铺，想念平度温州路汽修厂的油条，想念小时候妈妈去平度办事绕到帝王给我带回一盒新出的肯德基蛋挞,134,"[认同逻辑1], [认同逻辑3]","{1, 3, 4}",set(),missed
"“城阳不算青岛…”最近山东的小伙伴可能都刷到了这个视频，青岛大姨把城阳黄岛即墨胶州莱西平度开除岛籍，到底哪才是青岛呢？
 🛡️叠甲：坚决反对一切地域歧视和地图炮言行🙅
 🧒本人：家庭来自江苏常州多年在青岛上学工作（市南区实验-市实验初中-青岛二中）
 1.“算不算青岛”本质是一个“城 郊 对立”的说法，行政上各区市都属于青岛，但主城区的大姨群体不认同其他区市的人是“青岛人”
 2.【教育体系的隔离】多年以来城阳黄岛莱西等区市的学生，都无法报考市属重点高中（2 58 1 9），10年前崂山的学生仅有部分能报考（这也是崂山以前被开除岛籍的原因），至今城阳黄岛等区的学生也无法派位局属初中（实验 26 39 ），教育资源分布不均问题仍未解决。
  
 3.【方言口音的差异】主城区居民多是移民，更接近普通话，且有部分外语舶来词，这也是大姨们优越感的来源之一，城阳、黄岛（胶南）即墨本地人居多，口音和词汇更具地方性历史性。
 4.【道路交通的隔离】至今青岛主城区通往各区市的最便捷路线都需要交费：黄岛-海底隧道、城阳-青银高速、即墨平度莱西-青新龙青高速、胶州-跨海大桥，这在大型城市中是比较少见的人为隔离，导致产生了“进城”要交钱的优越心理，也增加了跨区通勤的成本。【再次呼吁海底隧道免费！】
  
 5. 【皈依者狂热】这一心理现象多出现在受过殖民影响的地区，主城区的移民们觉得自己继承老德意志正黑旗的衣钵，靠着优越感和歧视来构建区域居民认同。同样的病态心理也出现在部分上海、香港等地居民。
 6.【发展不均衡】抛去gdp这种和普通人关系不大的数据不谈，各区人均可支配收入基本符合“开除岛籍”视频中的描述，主城区包揽前几名（2022年度数据）。
  
 7.【被歧视、凝视者的反击】很多在主城区求学、工作的人都在租房、挤地铁公交的过程中遭受过大姨们的嘲讽、歧视、冒犯，互联网玩梗，既是消遣也是反击。
 【综上所述】“不算青岛”本身就是没有上海香港的命得了上海香港的病。一个歧视他人的人不会有大出息，一个排外甚至排内的城市不会有大发展。研究哪个区算青岛，不如研究如何促进教育公平、经济发展、交通畅通。",25,"输出：认同逻辑1, 认同逻辑4","{2, 5}",{4},missed
我是李村的，感觉可能很多人对青岛有争论可能是对“青岛”这个所谓的概念站在不同角度去理解的。仅从个人的认识来说，如果说是市的层面，我的观念感觉城阳即墨胶州西海岸都可以说是青岛，平度莱西确实是有点太远了，总感觉名义上的，我确实对那边缺少同在一个青岛的归属感。如果说是岛的层面，那我认为红岛和黄岛肯定不属于青岛，这三个应该是并列的，青岛的话我认为城阳的流亭以南，加上市内四区的范围都叫青岛。,1,输出：[认同逻辑1],{1},set(),missed
完蛋，我们都是郊区人,1,输出：[认同逻辑1],{1},set(),missed
乖乖，住城墙里头的是天龙人吗？讲话都这么吊了，其他都是乡下人哈哈哈,1,"输出：认同逻辑1, 认同逻辑4",{1},{4},missed
按以前的行政区块，至少老下关、秦淮区城墙外的部分、雨花、建邺相当于城乡结合部，2000年以前仙林大学城那边还有不少农田的,2,输出：[认同逻辑2],{2},set(),missed
以前城墙以内，现在按行政区划。如果还按照以前，南京小县城都不如了，太小。现在南京全部加一起也不大，再减就没啦,2,输出：[认同逻辑2],{2},set(),missed
城墙外，我小时候住那边，去夫子庙都说进城了,1,输出：认同逻辑1,{1},set(),missed
以前交通不发达 所以才觉得城墙内才是主城区 比如过去的白下区的同学就很少去下关区 因为远,1,输出：[认同逻辑1],{1},set(),missed
确实，小时候我们家住城南现在万象城那边他们都觉得瑞金路解放门好远了，就是城墙城南到城墙城东觉得好远啊那时候交通实在不便利,1,输出：认同逻辑1,{1},set(),missed
nono 我们建邺是乡下 进城要过河过桥进城墙的,1,输出：[认同逻辑1],{1},set(),missed
小时候家里人都以城墙为界，城墙外都是郊区,1,输出：[认同逻辑1],{1},set(),missed
跟钱有什么关系？ta说的主城区是历史沿革，优越感来自于底蕴，有底蕴不等于有钱，扯上海人做什么,4,输出：认同逻辑1,{4},set(),missed
肯定便利啊 仙林是宇宙的中心,15,认同逻辑5,"{1, 5}",{5},missed
什么时候方言成为决定是否是主城区的标准了？,4,,{4},set(),missed
行政上栖霞也是主城区，可是栖霞的边缘都到句容了，你能按行政区域划分？本地人从来不看这个,1,输出：[认同逻辑1],{1},set(),missed
南京最大的问题就是核心还在老城 而且隧道多没有走高架看起来壮观 新区一直都没有让外地人熟知 外地人过来大概率不会去江北河西之类的 除了看演唱会 不像钱江世纪城和浦东之类的被人熟知 走走江东路江北大道双龙大道也不会觉得城市界面不好 而且老城真没什么问题 除了中山北路被地铁缠的,1,输出：[认同逻辑1],{1},set(),missed
东城：美术馆，北京名胜古迹集中营，以前南锣鼓巷称为中国的“秋叶原” 西城：学霸集中营，除了北京四中没有别的印象，宣武印象都比西城多 海淀：修电脑的，大学集中营，去漫展喽 朝阳：我家，好大 丰台：体育馆 石景山：石景山游乐园，我出生的地方，老山 门头沟：好远…………………… 房山：好远…………………… 通州：我奶奶家，以前叫通县，环球影城，以前落后现在发展特别好 顺义：小汤山？温泉？小学老去那边采摘园？ 昌平：回龙观和天通苑！人口密集居住地！ 大兴：机场可以接受河北信号 怀柔：说话带口音，没去过 平谷：大桃，说话带口音，没去过 密云：水库，说话带口音，没去过 延庆：只在天气预报见过龙庆峡，没去过,1,"输出：[认同逻辑1], [认同逻辑3], [认同逻辑4]",{1},set(),missed
密云，有密云水库，还有一些纪念馆，但是，交通就不太方便，就只有公交，你要是说北京应该就有地铁，说实话，我现在没见过只有公交，而且在镇上，你要去哪哪的也不方便，比如我要去快递驿站，我要骑一个小时的自行车才能去，骑回来，还要再一个小时其他的地方我就不知道了,5,输出：[认同逻辑5],{5},set(),missed
东城：京爷您吉祥 西城：京爷您吉祥（这两个没贬义，因为感觉胡同多多的，是真京爷） 海淀：学的我想死，根本跟不上海淀学生😭我不会的他们都学过了😭 朝阳：上大学，就认识这一亩三分地 丰台：小时候去园博园 大学找朋友玩总去坐高铁 石景山：石景山游乐园+去过漫展 门头沟：总发大水 房山：朋友家 远远嘟 通州：副中心，环球影城 顺义：国际学校多有钱人多 社会大课堂总去七彩蝶园和鲜花港 昌平：大一在昌平，远，好朋友在那上大学 大兴：没什么印象，有漫展 怀柔：红螺寺 社会大课堂去过生存岛 平谷：看桃花 摘桃 密云：我家 去城里不方便😫存了半天喝不着水库水 延庆：远远嘟，去过世园会,5,"[认同逻辑1], [认同逻辑1], [认同逻辑1], [认同逻辑1]",{5},set(),missed
西城：皇城根儿 正黄旗 东城：旅游景点 全是人 朝阳：潮 喜欢去那边玩 海淀：全是学霸 学生时期每周末都来补习 大兴：西瓜好吃 丰台：买花买鱼的地方 有点土潮 通州：环球影城 zf办公区 密云：水库环境好 鱼好吃 周末玩水 延庆：有口音 不算北京 怀柔：空气好 房山：猿人遗址 门头沟：发大水 平谷：不熟 有桃儿,4,输出：认同逻辑1,{4},set(),missed
东城：老破小房价高 好多宰游客的景点 西城：老破小房价高 西单 好多宰游客的景点 海淀：老破小房价高 全是学校 什么好玩的都没有 朝阳：潮人and有钱人 好玩的商场挺多 丰台：郊区 小时候舞蹈考级去过 石景山：好远 门头沟：假期去烧烤 房山：好远 通州：好远 顺义：别墅区 八大处 风景不错 昌平：好远 大兴：好远 怀柔：好远 平谷：桃子好吃 密云：水库 或许可以去度假 延庆：好远,15,输出：[认同逻辑5],"{1, 5}",set(),missed
东城：城里人 西城：城里人 海淀：很那个的地方 朝阳：巨大一片 哪都是朝阳 丰台：有什么啊 石景山：钢！(石景山同学说是城中村 门头沟：啊？ 房山：有一片学校 通州：待富 目前只有环球拿得出手 顺义：牛栏山一中 昌平：天通苑 大兴：荟聚 怀柔：有什么啊 平谷：大桃 还有音乐节 密云：水库 延庆：冬奥？,1,输出：认同逻辑1,{1},set(),missed
东城：故宫 南锣鼓巷 西城：景山公园 海淀：卷子好难 初高中折磨我6年 朝阳：老去内头逛 石景山：不太熟就记得学校去内体育馆开过个运动会 丰台：不太熟就记得之前学校里有个住这儿的走读生 门头沟：对象在内块上过学 通州：太爱吹牛逼，，，远离卷毛老太太…… 昌平：超级合生汇 大兴：去机场千万别卡点…… 顺义：别墅 有钱的多 怀柔：慕田峪长城 雁栖湖 平谷：桃好吃！口音好重 密云：水库 南山滑雪场里面的教练好美 房山：周口店猿人遗址 延庆：八达岭长城 动物园,14,输出：,"{1, 4}",set(),missed
东城：东直门，雍和宫，朝外SOHO（？） 西城：安贞？安慧？蓟门桥？南礼士路 海淀：各大知名院校，如清华北大等，中关村，五道口，也是程序员聚集地 朝阳：京爷，四合院，城根底下，繁华都市 丰台：有点偏，外来打工人租房子或者住员工宿舍的地方，有些地方还没开发出来，稍微有点沧桑 石景山：不熟悉，也挺偏的，就知道个八角游乐园 门头沟：山里？挺偏的，那边的人挺横，打架不好欺负 房山：太偏了，总感觉快出北京了，那边房子相对较便宜,157,输出：[认同逻辑1],"{1, 5, 7}",set(),missed
东城：出生地 西城：学前班以及爷爷奶奶家 富贵之地 朝阳：定居➕身份证号 朝阳人民群众 商务区 使馆区 购物时尚 金融CBD 海淀 各种重点学校➕很多部队的人员居住➕学区房老破小➕IT 丰台：印象中南城外省市的流动人口最多 石景山：对它印象一直停留在石景山游乐园 大兴：水质很差 都是村 房山：口音很重 感觉路途遥远 都是景点 怀柔：周末远郊必去 昌平：上风口 选🪦的风水宝地和延庆一起堪称北京空气质量略好一筹的地区 密云：密云水库 🍑 古北水镇 口音也很重 延庆：除了山就是村 开车还要盘山 房子便宜的你都不认为它是北京！,1234,"输出：[认同逻辑1], [认同逻辑2], [认同逻辑3], [认同逻辑4], [认同逻辑5], [认同逻辑7]","{1, 2, 3, 4}",set(),missed
"今天出去玩 听见一个老爷爷在聊天 说老北京的城八区 东城 西城 崇文 宣武 那叫城里 朝阳 海淀 丰台 石景山是近郊 那时候骑自行车问去哪玩 都说去城里
 那远郊的那几个区都是后划进来的 要问去哪啊 基本就说去北京 那离城里太远了 山路不好走 开车也得开一天啊
 我查了一下北京在建国初期的时候 北京城区一共是七个 也就是前文区 东单东四西单西四崇文宣武 还有六个郊区 就是东郊南苑 丰台海淀石景山 还有一个京西矿区 到了1956年的时候 隶属于河北的昌平划归北京 那会叫昌平县 到1958年的时候把东四东单合并成东城区 西四西单合并成西城区 同时撤销了前门区 在后来 京西矿区就变成了门头沟区 东郊呢变成了朝阳区 同一年 通州房山大兴平谷 密云怀柔延庆都并入北京",12,"输出：[认同逻辑1], [认同逻辑2]","{1, 2}",set(),missed
你去好好研究一下历史，我房山人，《房山县志》写的清清楚楚！你还别跟我犟嘴，为什么延庆口音重，就因为延庆从河北划过来的！其他区一直是北京固有！只不过是因为一些原因，划到了河北，让河北暂时管理，你应该知道什么叫暂时！河北就管了几年，然后又划回来了！延庆才是从河北来的！你去问问你的历史老师，或者你看看其他区县的县志,24,输出：[认同逻辑2],"{2, 4}",set(),missed
思想别那么传统，我看你主页，小伙岁数也不大啊，怎么思想那么封建，北京16个区，一个区也不能少，任何一个区至关重要，如果你说三环外是农地，我告诉你，那是上世纪，我在六环里，现在六环建设也不差啊，我告诉你，北京指的是，城六区:东西海朝石丰，6个，一个也不能少，郊区，10个，一个也不能少！,2,输出：[认同逻辑2],{2},set(),missed
这是民国的吧。你这时间线就是乱的。一会又金国。一会又民国。金国北京和现在北京没用一点关系。现在北京始于明代。 民国十六年（1928）由于首都早迁往南京。北京慢慢就被肢解划给河北了。最后城里都没留住。直到建国才又直辖之后又陆续往回划所辖区域直到1958年才形成今天的北京。 明清顺天府（北京）其余地方还在河北手里。当然也不是复古。 您拿民国事情还能说说。金国就算了,2,输出：[认同逻辑2],{2},set(),missed
82年生人，小时候东西城是北京城，崇文宣武是城里破落户，朝海丰是近郊，其他都是远郊县城，二环是城乡分界线，三环就是荒地了。,1,输出：[认同逻辑1],{1},set(),missed
对 小时候管去东西城天安门叫进北京城，出去了就都叫郊区，这么一看北京发展还是挺快的，怪不得国外都以为中国还是农村,1,输出：认同逻辑1,{1},set(),missed
门头沟挺好的本地人占大部份 生活挺惬意 环境好人也不多 就是逛街啥的不太行小时候总觉得城里方便 年纪越大越不爱回东边了,5,[认同逻辑5],{5},set(),missed
去北京的意思不是没有认同感，什么从河北划进来怎么怎么的，就现在北京的所有区，一共就那么几十公里，多少年就是京兆地区，天子脚下，长城内的人。举个例子，去北京=去北京城 ，去密云=去密云县城，这个是跟历史有关系，过去都有城池的，按照北京的语言系统，去北京城，去密云城说出来真的很别扭,1,输出：[认同逻辑1],{1},set(),missed
房山柿子不行，房山最大的特产是跨区打工人,-,"[认同逻辑1, 认同逻辑3, 认同逻辑7]",set(),{3},spurious
你公公纯老北京的话他们的意识里二环内才是北京三环就是郊区了,13,输出：[认同逻辑1],"{1, 3}",set(),missed
大学毕业后一直在朝阳工作，还嫌弃小时候长大的西城“无聊”，有孩子了回到西城，没事自行车去北海公园溜达，看病走路就到，小院里晒个被子，汽车也不用开了，堵车交通管制和我也没关系了，幸福指数直线上升。连周末都不“出城”去朝阳了，纳闷自己怎么能忍受那么些年朝阳的堵和躁,15,输出：[认同逻辑5],"{1, 5}",set(),missed
开车都要这么久……那要是坐地铁不更远……是不是经常在市区上班的住在延庆都不方便啊，以后也发展不起来了吗,5,"输出：认同逻辑5, 认同逻辑1",{5},{1},missed
住在朝阳，社会关系大多在翠微周边，西边的确有点土，但那是低调，不低调也不敢啊！朝阳洋气不老少，但民营经济主导，总被西边看不起，这世界总会有你看不上我，我看不上你的事儿！,146,[认同逻辑1],"{1, 4, 6}",set(),missed
几代人都在海淀，时尚黑洞真不冤，很松弛但西城海淀的优质房产保值度高，朝阳很多盘跌的稀碎。虽然朝阳能买3.500平的明星小区，西城海淀也就只能买个改善盘大平层…,36,"输出：[认同逻辑3], [认同逻辑5], [认同逻辑6]","{3, 6}",set(),missed
我住东二环 我爸妈住东四环 上班在西四环 我每天上班我感觉像出国 再赶上西四环交通管制 （海关排队,1,输出：认同逻辑1,{1},set(),missed
内片确实是一坨，房价原来挺低的，房价低就有个坏处，容易滋生垃圾,5,输出：认同逻辑5,{5},set(),missed
不算吧~最早那边是一大片荒地~小时候去石景山游乐园时下了地铁还要走好远才到~边上只有荒地什么都没有~后来慢慢建了小区~,1,"认同逻辑1, 认同逻辑5",{1},"{1, 5}",spurious
对于我这城里土生土长的北京人的陈旧的思想：东边过了东大桥就是农村。西边过了官园就是农村。北边出了北三环就是农村。南边过了自然博物馆就是农村。海淀区就中关村再往西北就农村。丰台都郊县原来打电话都带郊直费。通州是哪？哦你说通县呀。去趟顺义一天回不来得住村里。延庆我草得坐火车(原来真从西直门坐火车),13,输出：认同逻辑1,"{1, 3}",set(),missed
老北京话里的东富西贵指的是二环以里，没朝阳什么事。而且是真正的二环城圈儿里，就是地铁2号线以里。朝阳那时候还农村呢，压根不在这个老话指的范围内。,1,输出：认同逻辑1,{1},set(),missed
正解，老辈区的概念不强的，因为那个时候变化太多，可能他经历了好几次行政区的划分调动，所以基本上本地人只会说自己待的这个地方的地名，比如凤山门望江门四牌楼庆春孩儿巷武林门半道红卖鱼桥古荡三里亭这种，也就是现在的街道（镇）、小区（村）的概念，只有对外地的朋友，他不清楚这些地方的所以才会用区来表述。,1,输出：[认同逻辑1],{1},set(),missed
小时候不理解为什么老是说自己是老余杭的都是说去杭州玩，直到在杭州读大学被本地的几个人骂了一顿说我市区没房子不要说自己是杭州人之后我就有点理解了（当时只是报名后刚刚好一起去吃饭然后聊天聊起是那里人，我说我杭州的，然后细问知道我是余杭的后，就说我乡下人不要硬贴说自己是杭州人），只说自己杭州郊区或者直接说老余杭的,16,"输出：[认同逻辑1], [认同逻辑6]","{1, 6}",set(),missed
什么叫乡下？你的定义是什么？周边也一大把出生就是城镇户口，父母都是工人或者事业单位公务员，家里没有土地，怎么就是乡下了？要你这么说全国就没有几个不是乡下的地方了。,-,"输出：认同逻辑2, 认同逻辑6, 认同逻辑7",set(),"{6, 7}",spurious
一般当能答出杭州哪里（比如武林门，采荷，翠苑，朝晖这种称呼）后因为密码正确接下来的语言模式会自动切换为杭州话（特指老市区范围的杭州话，毕竟稍微隔几公里就会出现口音差异了）哈哈哈,4,"输出：[认同逻辑1], [认同逻辑4]",{4},set(),missed
别说其他区了，我是西湖区三墩的浙大紫金港这边，小时候去趟龙翔桥都说去杭州。对外都说自己三墩乡下人。,1,输出：[认同逻辑1],{1},set(),missed
不一定因为杭州市区的瞧不起周边的又因为杭州政府做的不地道很多区的人都对杭州没有归属感，问你哪里人只是问你你觉得你是哪里人罢了,1,"输出：[认同逻辑1], [认同逻辑2]",{1},set(),missed
我西湖区三墩镇，我都说自己杭州乡下人……跟他们城里人讲的话不一样,14,"输出：[认同逻辑1], [认同逻辑4]","{1, 4}",set(),missed
会啊，城里的就不太看得起我们这种乡下的，虽然钱还没我们多，像我们西湖区都是乡下地方，讲的都是老余杭的话，跟他们上城下城都是讲杭州话的，还是有点差别，哈哈哈啊,14,"输出：认同逻辑1, 认同逻辑4","{1, 4}",{4},missed
你同学说错了，西湖区也是乡下，因为我们这讲的都是余杭话，其他几个区讲的都是杭州话,14,认同逻辑4,"{1, 4}",{4},missed
那你是杭州市区的吧，我是富阳的，以前是独立的市，前几年才划进杭州的,2,输出：[认同逻辑2],{2},set(),missed
你猜怎么着，你划的滨江萧山这边本地人，平时去市区都会说：去杭州玩，还有东边划得都到七堡了，我那边的同学可不认为他是市中心的你这么划是把自己家先划进去了呗,1,输出：[认同逻辑1],{1},set(),missed
想起有一个前同事，爸妈住解放路，自己结婚了住凤起路，上班在庆春路，她这个土生土长的杭州本地人只认得这3条路,-,认同逻辑3,set(),{3},spurious
你都划到萧山了，就把我最顶上的大塘栖也划进去呗，让我也体验体验住在市区是啥体验,1,[认同逻辑2],{1},set(),missed
杭州人至少要说杭州话，萧山话杭州人都听不懂，硬划进杭州市区，别说杭州人了，问问萧山人干吗？,14,"输出：[认同逻辑4], [认同逻辑2], [认同逻辑1]","{1, 4}",set(),missed
"广州，是大家再熟悉不过的城市，是一座开放包容、海纳百川、有着2000多年历史的文化名城。广州的美食驰名中外，民俗文化丰富多样，温柔好听的粤语更是深受许多广州外地人的欢迎。但说到广州城，你们又知道是哪里吗？
 其实，以前的广州城≠现在的广州城区，两者并非同等概念。而且广州是1921年才设立为广州市的。再者不同地方的人对广州城区的理解也不同。在外地人看来，越秀区、天河区和海珠区就是广州城区，因为东山口、北京路、越秀公园、体育西、珠江新城、广州塔都是许多外地人来广州游玩的第一印象和首选去处，也是广州的热门景点；而在我们广州本地人乃至广府人看来，广州城区就是指“老四区”：越秀，东山，荔湾（不含芳村），河南（即海珠区），需要注意的是，老广所说的“河南”是仅指海珠区南华东、同福西一带，而剩余海珠区大部分原属番禺县新滘镇；东山在05年并入了现在的越秀区。
 但实际上，以前的广州城可比现在的城区要小的多，严格来说就是指越秀老城区，即旧时的番禺城。东山、西关都属城外，桂花岗、环市北一带以前也是农田区域。而广州城的由来，大概得从秦汉时期的“任嚣城”（今北京路一带）开始说起。
 那么任嚣城又有怎样深厚的历史故事呢？它和现在的广州又有怎样的密切联系呢？感兴趣的朋友请看下期小明的讲解哦",1,输出：[认同逻辑1],{1},set(),missed
没错，大致就是东山还没并入的越秀区，还有一些后来并入的比如矿泉街道、桂花岗也不算进去,1,输出：认同逻辑2,{1},set(),missed
我小时候一直在河南住，满口番禺顺德乡下口音，乡下仔来的,14,"输出：[认同逻辑4], [认同逻辑1]","{1, 4}",set(),missed
