text,Golden,RL_Types,golden_parsed,predicted_parsed,error_type
胶东机场对市区来说远 我承认 但是那些市区的动不动的就潍坊机场 给潍坊建的机场 怎么的 合着胶州被你们划到潍坊去了呗？,1,认同逻辑2,{1},{2},missed
这个鄙视链是在老一辈那，因为当时青岛交通不发达，只有市南市北住人多，李沧黄岛是农村种地多。,17,认同逻辑1,"{1, 7}",{1},missed
谢谢小姐姐，前几天看到过你这条评论，当时就很有感触，我是土生土长平度人，具体点是平度南村人，高中搬家到一中附近，我一直觉得平度超级好，四季分明，农产品虽赶不上寿光，可是从小过完年爸妈会带我去路边买草莓，五月份去云山过樱桃节，夏天有时吃明村西瓜有时吃东王府庄的人开着三轮车走街串巷卖的西瓜，秋天必定要吃大泽山葡萄，配上八月十五的烧鸡，冬天仁兆白菜和古岘芹菜堆满整个过洞…长大以后走过很多地方才发现平度没有一个大型综合性商超，也没有什么高新产业经济带，甚至现在连财政都岌岌可危，但我还是会想念南村街里的水果摊烧饼铺，想念平度温州路汽修厂的油条，想念小时候妈妈去平度办事绕到帝王给我带回一盒新出的肯德基蛋挞,134,"认同逻辑3, 认同逻辑4","{1, 3, 4}","{3, 4}",missed
"“城阳不算青岛…”最近山东的小伙伴可能都刷到了这个视频，青岛大姨把城阳黄岛即墨胶州莱西平度开除岛籍，到底哪才是青岛呢？
 🛡️叠甲：坚决反对一切地域歧视和地图炮言行🙅
 🧒本人：家庭来自江苏常州多年在青岛上学工作（市南区实验-市实验初中-青岛二中）
 1.“算不算青岛”本质是一个“城 郊 对立”的说法，行政上各区市都属于青岛，但主城区的大姨群体不认同其他区市的人是“青岛人”
 2.【教育体系的隔离】多年以来城阳黄岛莱西等区市的学生，都无法报考市属重点高中（2 58 1 9），10年前崂山的学生仅有部分能报考（这也是崂山以前被开除岛籍的原因），至今城阳黄岛等区的学生也无法派位局属初中（实验 26 39 ），教育资源分布不均问题仍未解决。
  
 3.【方言口音的差异】主城区居民多是移民，更接近普通话，且有部分外语舶来词，这也是大姨们优越感的来源之一，城阳、黄岛（胶南）即墨本地人居多，口音和词汇更具地方性历史性。
 4.【道路交通的隔离】至今青岛主城区通往各区市的最便捷路线都需要交费：黄岛-海底隧道、城阳-青银高速、即墨平度莱西-青新龙青高速、胶州-跨海大桥，这在大型城市中是比较少见的人为隔离，导致产生了“进城”要交钱的优越心理，也增加了跨区通勤的成本。【再次呼吁海底隧道免费！】
  
 5. 【皈依者狂热】这一心理现象多出现在受过殖民影响的地区，主城区的移民们觉得自己继承老德意志正黑旗的衣钵，靠着优越感和歧视来构建区域居民认同。同样的病态心理也出现在部分上海、香港等地居民。
 6.【发展不均衡】抛去gdp这种和普通人关系不大的数据不谈，各区人均可支配收入基本符合“开除岛籍”视频中的描述，主城区包揽前几名（2022年度数据）。
  
 7.【被歧视、凝视者的反击】很多在主城区求学、工作的人都在租房、挤地铁公交的过程中遭受过大姨们的嘲讽、歧视、冒犯，互联网玩梗，既是消遣也是反击。
 【综上所述】“不算青岛”本身就是没有上海香港的命得了上海香港的病。一个歧视他人的人不会有大出息，一个排外甚至排内的城市不会有大发展。研究哪个区算青岛，不如研究如何促进教育公平、经济发展、交通畅通。",25,"认同逻辑1, 认同逻辑2, 认同逻辑4, 认同逻辑5, 认同逻辑6, 认同逻辑7","{2, 5}","{1, 2, 4, 5, 6, 7}",spurious
我是李村的，感觉可能很多人对青岛有争论可能是对“青岛”这个所谓的概念站在不同角度去理解的。仅从个人的认识来说，如果说是市的层面，我的观念感觉城阳即墨胶州西海岸都可以说是青岛，平度莱西确实是有点太远了，总感觉名义上的，我确实对那边缺少同在一个青岛的归属感。如果说是岛的层面，那我认为红岛和黄岛肯定不属于青岛，这三个应该是并列的，青岛的话我认为城阳的流亭以南，加上市内四区的范围都叫青岛。,1,"认同逻辑1, 认同逻辑2",{1},"{1, 2}",spurious
按以前的行政区块，至少老下关、秦淮区城墙外的部分、雨花、建邺相当于城乡结合部，2000年以前仙林大学城那边还有不少农田的,2,"认同逻辑1, 认同逻辑2",{2},"{1, 2}",spurious
以前城墙以内，现在按行政区划。如果还按照以前，南京小县城都不如了，太小。现在南京全部加一起也不大，再减就没啦,2,"认同逻辑1, 认同逻辑2",{2},"{1, 2}",spurious
跟钱有什么关系？ta说的主城区是历史沿革，优越感来自于底蕴，有底蕴不等于有钱，扯上海人做什么,4,认同逻辑1,{4},{1},missed
肯定便利啊 仙林是宇宙的中心,15,认同逻辑5,"{1, 5}",{5},missed
什么时候方言成为决定是否是主城区的标准了？,4,"认同逻辑4, 认同逻辑1",{4},"{1, 4}",spurious
行政上栖霞也是主城区，可是栖霞的边缘都到句容了，你能按行政区域划分？本地人从来不看这个,1,"认同逻辑2, 认同逻辑1",{1},"{1, 2}",spurious
南京最大的问题就是核心还在老城 而且隧道多没有走高架看起来壮观 新区一直都没有让外地人熟知 外地人过来大概率不会去江北河西之类的 除了看演唱会 不像钱江世纪城和浦东之类的被人熟知 走走江东路江北大道双龙大道也不会觉得城市界面不好 而且老城真没什么问题 除了中山北路被地铁缠的,1,"认同逻辑1, 认同逻辑5",{1},"{1, 5}",spurious
高楼大厦就叫城建了？交通,-,认同逻辑5,set(),{5},spurious
礼贤拆迁户,-,认同逻辑6,set(),{6},spurious
东城：美术馆，北京名胜古迹集中营，以前南锣鼓巷称为中国的“秋叶原” 西城：学霸集中营，除了北京四中没有别的印象，宣武印象都比西城多 海淀：修电脑的，大学集中营，去漫展喽 朝阳：我家，好大 丰台：体育馆 石景山：石景山游乐园，我出生的地方，老山 门头沟：好远…………………… 房山：好远…………………… 通州：我奶奶家，以前叫通县，环球影城，以前落后现在发展特别好 顺义：小汤山？温泉？小学老去那边采摘园？ 昌平：回龙观和天通苑！人口密集居住地！ 大兴：机场可以接受河北信号 怀柔：说话带口音，没去过 平谷：大桃，说话带口音，没去过 密云：水库，说话带口音，没去过 延庆：只在天气预报见过龙庆峡，没去过,1,"认同逻辑1, 认同逻辑4",{1},"{1, 4}",spurious
郊区:山好水好，人实在，生活节奏慢，玩的东西少，适合呆着。 市里:玩的东西多，生活节奏快，上个班跟竞走一样，有地铁，地铁里全是人肉味儿,-,认同逻辑5,set(),{5},spurious
东城：京爷您吉祥 西城：京爷您吉祥（这两个没贬义，因为感觉胡同多多的，是真京爷） 海淀：学的我想死，根本跟不上海淀学生😭我不会的他们都学过了😭 朝阳：上大学，就认识这一亩三分地 丰台：小时候去园博园 大学找朋友玩总去坐高铁 石景山：石景山游乐园+去过漫展 门头沟：总发大水 房山：朋友家 远远嘟 通州：副中心，环球影城 顺义：国际学校多有钱人多 社会大课堂总去七彩蝶园和鲜花港 昌平：大一在昌平，远，好朋友在那上大学 大兴：没什么印象，有漫展 怀柔：红螺寺 社会大课堂去过生存岛 平谷：看桃花 摘桃 密云：我家 去城里不方便😫存了半天喝不着水库水 延庆：远远嘟，去过世园会,5,"认同逻辑1, 认同逻辑6",{5},"{1, 6}",missed
西城：皇城根儿 正黄旗 东城：旅游景点 全是人 朝阳：潮 喜欢去那边玩 海淀：全是学霸 学生时期每周末都来补习 大兴：西瓜好吃 丰台：买花买鱼的地方 有点土潮 通州：环球影城 zf办公区 密云：水库环境好 鱼好吃 周末玩水 延庆：有口音 不算北京 怀柔：空气好 房山：猿人遗址 门头沟：发大水 平谷：不熟 有桃儿,4,"认同逻辑1, 认同逻辑4",{4},"{1, 4}",spurious
东城：老破小房价高 好多宰游客的景点 西城：老破小房价高 西单 好多宰游客的景点 海淀：老破小房价高 全是学校 什么好玩的都没有 朝阳：潮人and有钱人 好玩的商场挺多 丰台：郊区 小时候舞蹈考级去过 石景山：好远 门头沟：假期去烧烤 房山：好远 通州：好远 顺义：别墅区 八大处 风景不错 昌平：好远 大兴：好远 怀柔：好远 平谷：桃子好吃 密云：水库 或许可以去度假 延庆：好远,15,认同逻辑5,"{1, 5}",{5},missed
东城：故宫 南锣鼓巷 西城：景山公园 海淀：卷子好难 初高中折磨我6年 朝阳：老去内头逛 石景山：不太熟就记得学校去内体育馆开过个运动会 丰台：不太熟就记得之前学校里有个住这儿的走读生 门头沟：对象在内块上过学 通州：太爱吹牛逼，，，远离卷毛老太太…… 昌平：超级合生汇 大兴：去机场千万别卡点…… 顺义：别墅 有钱的多 怀柔：慕田峪长城 雁栖湖 平谷：桃好吃！口音好重 密云：水库 南山滑雪场里面的教练好美 房山：周口店猿人遗址 延庆：八达岭长城 动物园,14,认同逻辑1,"{1, 4}",{1},missed
东城：东直门，雍和宫，朝外SOHO（？） 西城：安贞？安慧？蓟门桥？南礼士路 海淀：各大知名院校，如清华北大等，中关村，五道口，也是程序员聚集地 朝阳：京爷，四合院，城根底下，繁华都市 丰台：有点偏，外来打工人租房子或者住员工宿舍的地方，有些地方还没开发出来，稍微有点沧桑 石景山：不熟悉，也挺偏的，就知道个八角游乐园 门头沟：山里？挺偏的，那边的人挺横，打架不好欺负 房山：太偏了，总感觉快出北京了，那边房子相对较便宜,157,"认同逻辑1, 认同逻辑7","{1, 5, 7}","{1, 7}",missed
东城：出生地 西城：学前班以及爷爷奶奶家 富贵之地 朝阳：定居➕身份证号 朝阳人民群众 商务区 使馆区 购物时尚 金融CBD 海淀 各种重点学校➕很多部队的人员居住➕学区房老破小➕IT 丰台：印象中南城外省市的流动人口最多 石景山：对它印象一直停留在石景山游乐园 大兴：水质很差 都是村 房山：口音很重 感觉路途遥远 都是景点 怀柔：周末远郊必去 昌平：上风口 选🪦的风水宝地和延庆一起堪称北京空气质量略好一筹的地区 密云：密云水库 🍑 古北水镇 口音也很重 延庆：除了山就是村 开车还要盘山 房子便宜的你都不认为它是北京！,1234,"认同逻辑1, 认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑5, 认同逻辑7","{1, 2, 3, 4}","{1, 2, 3, 4, 5, 7}",spurious
东城：崇文 东城合并 城里人 西城：宣武 西城合并 城里人 海淀：大学很多 那边的父母鸡娃 挺多的 朝阳：感觉很有钱的样子 丰台：家 以前是郊区 现在的居住区，附近有城里拆迁过来的，没啥好工作，上班地铁好多人 石景山：首钢 之前公司的客服部 去那边打过电话 (不知道为啥总觉得玉渊潭在石景山 门头沟：山沟 去年发大水很严重 房山：十渡 周口店北京人本人 通州：环球影城 副中心 顺义：首都机场 采摘 农家乐很多 昌平：北边太远了 回龙观 大兴：亦庄 西红门 高米店 驾照 怀柔：没咋去过 板栗 平谷：大桃 有地方口音 密云：水库 延庆：山区,-,"认同逻辑1, 认同逻辑6, 认同逻辑7, 认同逻辑3",set(),"{1, 3, 6, 7}",spurious
你去好好研究一下历史，我房山人，《房山县志》写的清清楚楚！你还别跟我犟嘴，为什么延庆口音重，就因为延庆从河北划过来的！其他区一直是北京固有！只不过是因为一些原因，划到了河北，让河北暂时管理，你应该知道什么叫暂时！河北就管了几年，然后又划回来了！延庆才是从河北来的！你去问问你的历史老师，或者你看看其他区县的县志,24,认同逻辑2,"{2, 4}",{2},missed
门头沟挺好的本地人占大部份 生活挺惬意 环境好人也不多 就是逛街啥的不太行小时候总觉得城里方便 年纪越大越不爱回东边了,5,"认同逻辑1, 认同逻辑5",{5},"{1, 5}",spurious
房山柿子不行，房山最大的特产是跨区打工人,-,认同逻辑7,set(),{7},spurious
我住西北二环外几百米，晚上七点除了几个遛弯儿的基本就没什么人了，倍儿安静，吃饭要不西直门，要不金融街西单，远点儿王府井金宝街，我老公说清清静静的也挺好。我姨住崇文门，我以前在望京上班儿，确实不如那边儿店多，周围的批发市场全关了，不合规的小店全关了基本生活没问题，购物和娱乐活动欠缺。,-,认同逻辑5,set(),{5},spurious
你公公纯老北京的话他们的意识里二环内才是北京三环就是郊区了,13,认同逻辑1,"{1, 3}",{1},missed
在北京待了5，6年吧，其实一开始并不喜欢北京，到后来慢慢习惯这里，再到现在喜欢这里，举个最新鲜的例子，我爸前几天来北京玩儿住了一个多星期，他是脑梗偏瘫，二级残疾，右手右胳膊动不了，可以走路，但行动不便，右腿拐着的，每次带他出去说实话我都提心掉胆尤其上地铁（贫困家庭出行真没法次次打车，而且北京真的很堵，晕车也很难受）让我感受最深的是主动让座的都是北京大爷大妈（年轻人似乎就只有一次让座难道真的是因为上班族怨气太重了吗）而且是我爸一上车他们就看出来有问题，立马让他去座那种，我真的，心里真的万分感激，嘴里也不停的在说谢谢,-,认同逻辑6,set(),{6},spurious
西村，44公里？？？？我只是看了地铁时长,-,认同逻辑5,set(),{5},spurious
最大的区别就是西边景色好，空气好，有山有水，不闹腾，宜居。东边各种污染严重，交通拥堵，不宜居。,-,认同逻辑5,set(),{5},spurious
我从小在东边，真的很少去西边，对那头特别不熟悉，上次去北展看个演出，明显感觉比东边老派。路边的连锁店是仙踪林，这牌子我有二十年没见过了小时候在老城区中心位置开过，没想到这牌子还在,-,认同逻辑1,set(),{1},spurious
开车都要这么久……那要是坐地铁不更远……是不是经常在市区上班的住在延庆都不方便啊，以后也发展不起来了吗,5,"认同逻辑1, 认同逻辑5",{5},"{1, 5}",spurious
延庆没有地铁只有长途公交，坐车的话3h打底了。在市区工作一定不要住延庆啊,-,认同逻辑5,set(),{5},spurious
住在朝阳，社会关系大多在翠微周边，西边的确有点土，但那是低调，不低调也不敢啊！朝阳洋气不老少，但民营经济主导，总被西边看不起，这世界总会有你看不上我，我看不上你的事儿！,146,"认同逻辑6, 认同逻辑1","{1, 4, 6}","{1, 6}",missed
我小时候住海淀长大了住望京，后来孩子上学回海淀，个人感觉望京比较适合年轻人生活，休闲自在啥都有，海淀吧，我住这地儿，真就只能上学，啥啥都破破的，每一天都想着赶紧上完学搬家,-,认同逻辑5,set(),{5},spurious
哈哈哈，东和西真的就像异地一样。开车去东边太难了，但我又不爱坐地铁,-,认同逻辑1,set(),{1},spurious
内片确实是一坨，房价原来挺低的，房价低就有个坏处，容易滋生垃圾,5,,{5},set(),missed
对于我这城里土生土长的北京人的陈旧的思想：东边过了东大桥就是农村。西边过了官园就是农村。北边出了北三环就是农村。南边过了自然博物馆就是农村。海淀区就中关村再往西北就农村。丰台都郊县原来打电话都带郊直费。通州是哪？哦你说通县呀。去趟顺义一天回不来得住村里。延庆我草得坐火车(原来真从西直门坐火车),13,认同逻辑1,"{1, 3}",{1},missed
什么叫乡下？你的定义是什么？周边也一大把出生就是城镇户口，父母都是工人或者事业单位公务员，家里没有土地，怎么就是乡下了？要你这么说全国就没有几个不是乡下的地方了。,-,认同逻辑6,set(),{6},spurious
一样去杭州读个破大学反而还被歧视乡下人了，余杭读了12年书一点事都没有，天天说我们没归属感，那边又歧视我们，说我们乡下人，硬贴杭州，老底子杭州屁大点地方，吞了多少才发展起来自己没点数,-,认同逻辑1,set(),{1},spurious
一般当能答出杭州哪里（比如武林门，采荷，翠苑，朝晖这种称呼）后因为密码正确接下来的语言模式会自动切换为杭州话（特指老市区范围的杭州话，毕竟稍微隔几公里就会出现口音差异了）哈哈哈,4,"认同逻辑4, 认同逻辑1",{4},"{1, 4}",spurious
不一定因为杭州市区的瞧不起周边的又因为杭州政府做的不地道很多区的人都对杭州没有归属感，问你哪里人只是问你你觉得你是哪里人罢了,1,"认同逻辑1, 认同逻辑2",{1},"{1, 2}",spurious
你同学说错了，西湖区也是乡下，因为我们这讲的都是余杭话，其他几个区讲的都是杭州话,14,认同逻辑4,"{1, 4}",{4},missed
想起有一个前同事，爸妈住解放路，自己结婚了住凤起路，上班在庆春路，她这个土生土长的杭州本地人只认得这3条路,-,认同逻辑1,set(),{1},spurious
你都划到萧山了，就把我最顶上的大塘栖也划进去呗，让我也体验体验住在市区是啥体验,1,"认同逻辑1, 认同逻辑5",{1},"{1, 5}",spurious
杭州人至少要说杭州话，萧山话杭州人都听不懂，硬划进杭州市区，别说杭州人了，问问萧山人干吗？,14,"认同逻辑4, 认同逻辑2","{1, 4}","{2, 4}",missed
现用名：花都（区）  原名：花县  汉朝：属番禺管辖  隋朝：属南海县辖  宋以后：分属番禺、南海县辖  清康熙二十五年（公元1686 年）：取南海、番禺两县部分区域置县，因县城近花山，定名“花县”，属广州府。  民国时期：花县主要由省直辖  新中国成立后：隶属江北专区、珠江专区、粤北行政区、佛山专区  1960年4月：划为广州市属县。  1993年6月18日：经国家批准，撤县设市（县级），撤销花县，定名为“花都”，由省人民政府委托广州市代管。  2000年5月21日：经国家批准撤市设区，成为广州市花都区,-,认同逻辑2,set(),{2},spurious
没错，大致就是东山还没并入的越秀区，还有一些后来并入的比如矿泉街道、桂花岗也不算进去,1,"认同逻辑2, 认同逻辑1",{1},"{1, 2}",spurious
我小时候一直在河南住，满口番禺顺德乡下口音，乡下仔来的,14,认同逻辑4,"{1, 4}",{4},missed
对哈哈哈 有祠堂有分红有地 从来没怀疑过自己,6,"认同逻辑6, 认同逻辑3",{6},"{3, 6}",spurious
从来不怀疑自己，因为年年有分红，有祠堂有时候吃饭都要走去祠堂,36,认同逻辑6,"{3, 6}",{6},missed
我战友台山阿伯，十几岁才入户大石那边，但是也一样有分红，不知道他们家怎么操作的,-,"认同逻辑2, 认同逻辑6",set(),"{2, 6}",spurious
外地人大把会讲白话呀，特别是广西老表和湖南老表最多人,-,认同逻辑4,set(),{4},spurious
我们家早不搞这些了，都什么年代了而且现在大部分族谱都是改革后再集资重修的，我阿公阿婆那边以前还算地主为了保命都恨不得断绝关系那些虽然我阿爷和阿公姓氏和他们以前所在地方村子大姓相同，但祠堂又不是我们家这边的，拜山都都只拜到太公那代。你话先人祖坟在都算了，祠堂，不是大宗族哪里来的祠堂，哪里来修族谱。,-,认同逻辑3,set(),{3},spurious
错了，广州城系西至西门口，东至东山口，北至小北，南至南关，加上西关东山三元里河南四区。大部分有分红的村都唔系广州。,1,"认同逻辑1, 认同逻辑6",{1},"{1, 6}",spurious
错了，广州城系西至西门口，东至东山口，北至小北，南至南关，加上西关东山三元里河南四区。大部分有分红的村都唔系广州。,1,"认同逻辑1, 认同逻辑6",{1},"{1, 6}",spurious
其实是反过来的，村民以前在老广眼里是乡下人，只不过郊区城镇化之后村民平均生活水平比之前的老城区市民高，现在基本在广州会粤语都当你广州人，只不过有些人挑拨离间，广州人又要有祠堂分红又要在老三区，能满足这俩点的全广州找不出20万个，那还得了,4,"认同逻辑3, 认同逻辑4, 认同逻辑6",{4},"{3, 4, 6}",spurious
系咯，我有个同学系赤岗d村民啊，佢话佢乡下系三水。唔多明d人点解觉得有分红又祠堂先系土著，奇怪🤔,2,认同逻辑6,{2},{6},missed
我从来未霖过呢个问题，结果系个帖子度睇下八卦，被判定唔系广州人以我知道嘅我屋企对上几代都系广州（更前几代唔知系因为我从未问过家族史），身份证4401，一直都系讲粤语，住村度有分红，跟住帖度d人话，冇祠堂就唔系，fine，原来我一直都系外地人，我地成村都冇祠堂，估计一村人都系外地人，真系笑佐,346,"认同逻辑3, 认同逻辑2, 认同逻辑4, 认同逻辑6","{3, 4, 6}","{2, 3, 4, 6}",spurious
土生土长怎么就不是本地人了，我刚满月就随父母来广州定居，在广州长大几十年，我也很自豪地是说自己是广州人,3,"认同逻辑3, 认同逻辑4",{3},"{3, 4}",spurious
我爸广州天河本地的 但是当时我妈老家有分红 把我户口跟妈妈了 那我也不算广州的 我爸总说 你就是广州的所以我是不是广州本地的啊（说的一口流利粤语 从小就在广州长大）,34,"认同逻辑2, 认同逻辑4, 认同逻辑6","{3, 4}","{2, 4, 6}",missed
错了，广州城系西至西门口，东至东山口，北至小北，南至南关，加上西关东山三元里河南四区。大部分有分红的村都唔系广州。,1,"认同逻辑1, 认同逻辑6",{1},"{1, 6}",spurious
错了，广州城系西至西门口，东至东山口，北至小北，南至南关，加上西关东山三元里河南四区。大部分有分红的村都唔系广州。,1,"认同逻辑1, 认同逻辑6",{1},"{1, 6}",spurious
边个话你知老广就有分红，有分红都是村镇的，老广是住市区的,1,"认同逻辑6, 认同逻辑1",{1},"{1, 6}",spurious
作为广州土生土长的家族第三代一直自我认同喺广州本地土著 直到有祠堂的本地村民话我唔喺土著先动摇咗我嘅概念认知 毕竟阿爷个代先出来广州搵食定居 户口本依然显示乡下地名而唔喺广州 确实又好似无力反驳,3,"认同逻辑3, 认同逻辑2, 认同逻辑6",{3},"{2, 3, 6}",spurious
这样算的话就没有多少广州人了，以前广州城很小的，只要你认可广州文化会讲广州话就是广州人了，别说有分红的才叫广州人，很多市区的广州人都没有分红，祖籍都是广州周边城市，但是三代在广州了,34,"认同逻辑3, 认同逻辑4, 认同逻辑6","{3, 4}","{3, 4, 6}",spurious
历史流流长，世界咁大。只要户口在广州且会讲白话，有文化认同那就是广州人。我理论上祖籍茂名，祖上因为打地主走过来。我阿爷係华师学生，后来喺番禺起屋做老师。我屋企而家已经同茂名那边几乎冇关系，一个人都唔识。我唔觉得我係第二个地方嘅人。至于番禺嘅归属，那是另一个话题,246,"认同逻辑2, 认同逻辑3, 认同逻辑4","{2, 4, 6}","{2, 3, 4}",missed
我妈果边是世代广州人，但是地主被没收财产，变成疍家人了，无地唔系村民，我爷在广州出世，感我系广州人吗？我觉得我系，但我无分红无地无屋,3,"认同逻辑3, 认同逻辑6",{3},"{3, 6}",spurious
身份证唔系44010，因为阿妈吾系广州宜边，要先入阿妈度，我阿妈先可以签过黎广州，有村，冇分红（老豆打啊爷工，要转居民），住祖屋宅基地，条村年年爬龙船，有阵时玩船头旗位，啊嘛挂左罗左D死股，每年分D西甘多钱。甘算吾算？,46,"认同逻辑2, 认同逻辑3, 认同逻辑6","{4, 6}","{2, 3, 6}",missed
对啊我也想知道我们家在从化的村里有个几百年的祠堂，肯定算从化土著了。但是一几年并入广州之后身份证变了，不知道算不算广州土著。,2,"认同逻辑3, 认同逻辑2",{2},"{2, 3}",spurious
只有广州农村人才算广州人吗我们公司主管是土生土长的广州人，但是一直住在靠近市区，家里也没有分红,3,"认同逻辑6, 认同逻辑1",{3},"{1, 6}",missed
有祠堂有族谱没分红，阴公,36,认同逻辑3,"{3, 6}",{3},missed
严格来说不算正宗本土本地人 但也是新本地人 我爷奶那代已经在佛山 就清明会翻乡下拜山 而且乡下已经无亲戚 大家都出晒来 我对乡下无归属感 我只会认为我是佛山人佛山本地独生女,3,"认同逻辑3, 认同逻辑4",{3},"{3, 4}",spurious
你心里认为广州是你老家那你就算本地人，文化上认同，当别人问你老家哪里的，你首先想到广州，那你就是本地人。爷爷哪里人，每年还回爷爷老家，在家里说爷爷老家的家乡话，那还不算本地人，本地人是打心底里认同本地文化饮食的，而且不会有自己是哪里人的疑惑，你还有疑惑，可能还不属于本地人,4,"认同逻辑3, 认同逻辑4",{4},"{3, 4}",spurious
判断是否广州本地人，就一个标准，有分红有祠堂有地,36,认同逻辑6,"{3, 6}",{6},missed
我老公是佛山本地人，有分红，有族谱，祠堂几百年历史，已经是文物，但我儿子户口跟我，在我那边出生，那算是佛山人吗我同学老公也是佛山人，也是有分红，女儿户口在佛山，但全家回去我们那边生活，孩子算佛山人吗？,36,"认同逻辑3, 认同逻辑2","{3, 6}","{2, 3}",missed
不算，我也是爷爷那一辈来广州定居，父亲和自己都是土生土长的，但是祖宗坟茔和宗祠都在老家。年年都要预留时间回老家扫墓。然后因为是在大院长大，跟本地人的圈子也融不进去，即使自己讲着一口广州话但是就是觉得差了这么一点可能真的只有祖辈生于广州的才会形成广州人认同。,3,"认同逻辑3, 认同逻辑6, 认同逻辑4",{3},"{3, 4, 6}",spurious
你说我是不是广州人？我爷东莞人，抗日时期跑到广州来定居，我妈是广州农村，然后我户口跟我妈，我妈户口一直在村里，所以我有村分红，但是在村里属于外姓人,36,"认同逻辑3, 认同逻辑6, 认同逻辑2","{3, 6}","{2, 3, 6}",spurious
听讲话无祠堂，非农户口，都有分红,-,"认同逻辑3, 认同逻辑2, 认同逻辑6",set(),"{2, 3, 6}",spurious
无嘎城市户口系无分红嘎。而且广州旧中心城区（清朝时起的城墙位置内）几百年前就无村噶啦。,-,"认同逻辑2, 认同逻辑3",set(),"{2, 3}",spurious
我就前几日听一个认识几年噶网友讲话有噶 话距地有一段时间全部农转居，但是都仲有分红。唔记得距系越秀定荔湾了。我都奇怪，因为我地番禺是农户先有分红,-,认同逻辑6,set(),{6},spurious
我家旧唐楼系大东门附近，幼儿园时就收咗补楼而已。分红真系无。有族谱，但系基本里面嘎人都5系中国啦,3,"认同逻辑3, 认同逻辑6",{3},"{3, 6}",spurious
我都系甘葛情况，我同我老豆都系老西关系广州人但系应该唔系土著,1,认同逻辑3,{1},{3},missed
籍贯广州，广州村民，清明去白云山上拜，几代祖先都在山上，而不是去公共墓园，家庭所有成员粤语完全不带口音,134,"认同逻辑3, 认同逻辑4","{1, 3, 4}","{3, 4}",missed
虽然我家也好几代在这边，也是讲粤语，但是只说我是广州本地人，但不算广州土著，因为我是番禺的,1,"认同逻辑1, 认同逻辑3, 认同逻辑4",{1},"{1, 3, 4}",spurious
别纠结了基本不是，民国前广州城只有西门口到大东门。我家没有祠堂，清朝在西关做生意后来家族逃出去又回来。广州土著大部分都走国外，留下来万中无一，美加香港南洋比广州更多广州土著。,3,"认同逻辑3, 认同逻辑1",{3},"{1, 3}",spurious
世代居住在广州虽然各种原因移居但坚持保留广州语言文化饮食习惯传统精神内核的社群是不是比现在只讲普通话唔食白切鸡唔听粤语歌的本地人更广州？当然土不土著没啥优越的传统跟不上时代被抛弃也是必然。,4,"认同逻辑3, 认同逻辑4",{4},"{3, 4}",spurious
不算吧，我外公开始来广州工作我妈他们在广州长大的，在家也都是说粤语，基本只有清明才会回老家一两天，他们都不会说自己是广州人。,3,"认同逻辑3, 认同逻辑4",{3},"{3, 4}",spurious
广州本地人一般指老四区世居吧（老越秀、老荔湾、老东山、海珠）吧。因为好像我们这种，至少五代都在广州土生土长，有分红有地，最多都系叫广州客家人。,136,"认同逻辑3, 认同逻辑6","{1, 3, 6}","{3, 6}",missed
讲白话？,4,,{4},set(),missed
不会说不算,4,,{4},set(),missed
看年龄，时代不一样，现在00后很多土生土长的广州人也不会粤语,3,认同逻辑4,{3},{4},missed
从小是从什么时候开始？如果80年代生，不会说广州话不太可能。如果00年生，也很正常,-,认同逻辑4,set(),{4},spurious
广州出世叫本地人..但系广州某村出世加有分红或有地叫土著.这样比较容易解释,36,认同逻辑6,"{3, 6}",{6},missed
增城是后来并入广州的，甚至连大家口中广义上的广州人都不算贴主要是会说粤语我觉得他可能更适合说自己是广州本地人,4,"认同逻辑2, 认同逻辑4",{4},"{2, 4}",spurious
是本地人，不是土著，还有些人在那里卜佬卜佬，分红的时候可没见你卜佬,6,"认同逻辑6, 认同逻辑3",{6},"{3, 6}",spurious
住光谷的不敢讲话鄙视链底层,1,认同逻辑6,{1},{6},missed
武汉人心里就是这样的，尤其是住在汉口核心的，认为内环之外皆为村，如果武汉天地那边均房价不是武汉第一，从小住在六渡桥友谊路取水楼江汉路那块的人根深蒂固的想法也觉得黄浦路那边是市郊，因为在他们心里他们民众乐园那圈才是汉口核心，才是城区，市中心。,1,"认同逻辑1, 认同逻辑3",{1},"{1, 3}",spurious
老武汉的土著莫名优越感，小时候总被瞧不起，搞得自己也觉得乡里人低人一等样的，只要去市内说蔡甸话，就是一种高高在上的眼神和爱买不买别把东西碰脏了的鄙视感。长大后发现，越是穷的老土著越是优越感强。现在武汉市内对我也没多大吸引力了，然后每次去玩也是蔡甸话说到嗨，不在乎别人的眼神。大女儿不会说蔡甸话真是……我没教育好啊然后不在乎别人的看法后，发现在武汉市内的年轻人都挺友好的，也很客气。可能都在成长吧,14,"认同逻辑3, 认同逻辑4, 认同逻辑1","{1, 4}","{1, 3, 4}",spurious
