text,Golden,RL_Types,golden_parsed,predicted_parsed,error_type
我家闺女户口就是平度的，因为她爸爸是土生土长平度人，我是济南的，我们现在都在济南生活，我从小就教孩子说是济南人，老家平度的，千万别说是青岛的，她爸爸经常自称青岛人，被人家青岛人笑话,1,"认同逻辑3, 认同逻辑4",{1},"{3, 4}",missed
从我爸妈口中说的，我理解的，我父母年轻时在市南区就已经住楼房了，别的区平房多，再加上交通不便利，出行远环境破旧，才出现的鄙视链而已。,-,认同逻辑5,set(),{5},spurious
一开始论繁华便利市南是排不上的，后来市南拆迁改造之后就开始睥睨众生了，新建的配套什么的都比原先的好，就像现在的崂山一样,5,[认同逻辑5],{5},set(),missed
莱西与莱阳以前好像是一块的，我看百度说莱西以前属于烟台，我感觉我们这边口音都不太一样,4,"Vernacular Spatial Authority, Administrative Legitimacy, Linguistic-Cultural Recognition",{4},set(),missed
因为他们的地区名就是带市，平度市，通常他们说山东省平度市，但是归属青岛市。 但是出去的话就会说是青岛了。,2,[认同逻辑2],{2},set(),missed
以前平度不在青岛范围 后来规划进去了,2,[认同逻辑2],{2},set(),missed
我见过一些平度人对我们潍坊归属感比青岛还强,1,[认同逻辑3],{1},set(),missed
奇了怪了。。在青岛土生土长二十五年了，老家平度，从小在李沧长大，后来父母家搬去了城阳，工作后市北住过，现在住在李村，公司在崂山，那些传播什么青岛市区鄙视链的什么市里人看不起哪哪哪人的什么排外的到底是谁啊我咋啥也没感觉到呢,3,"认同逻辑1, 认同逻辑3",{3},"{1, 3}",spurious
碰到过一个从外地搬来青岛的 住在市南区 觉得自己老高贵了 说什么李沧是城乡结合部 崂山全是拆迁户 莱西平度是偏远山区青岛土生土长本地人只会觉得我小岛岛哪都好 最爱我小岛岛,13,"认同逻辑1, 认同逻辑6","{1, 3}","{1, 6}",missed
我潍坊人，平度以前属于潍坊过，所以现在还有一些老一辈平度人的对潍坊归属感比青岛强,2,[Family Rootedness],{2},set(),missed
我市南土生土长的，上学的时候去了烟台，大学毕业回家后，嫁了胶州小伙子，因为孩子上学所以我们就住胶州了，我家市区有七八套房子，胶州城阳也都有房子。我爸妈现在住崂山，我每次回家邻居都会说我终于从村里进城了，有一次遇到问我一句你在胶州是不是住不上有暖气的房子…呵呵有啥好说的呢，嘴长在别人身上爱说啥说啥呗。,136,"Family Rootedness, Social Embeddedness","{1, 3, 6}",set(),missed
我是真的被青岛大姨鄙视过啊，很严肃的告诉我，你一个外地人，又住黄岛，你跟青岛根本不沾边！我一想呢也对，我是辽宁的啊，虽然房子在黄岛，那也就只是个贵一点的物品而已，你不认为我是青岛的也没问题啊！我又不计较，我通过自己的努力在青岛工作、赚钱、安家落户、积攒了自己的生活圈子和朋友圈子，难道我需要一个渔民的后代来承认我的身份吗？不需要的，我去你青岛人开的饭店吃饭，点两个菜你还不是要规规矩矩端上来给我？除非你有骨气，不做青岛市区以外人的生意，那我没办法，我去菜市场青岛人的摊子买条鱼，你也不敢半斤说八两吧？我坐个出租车是你青岛人开的，你也不敢拒载吧？反正你不承认没关系的，认知局限又有什么办法呢？,-,"认同逻辑1, 认同逻辑3, 认同逻辑5, 认同逻辑6",set(),"{1, 3, 5, 6}",spurious
完全就从来不是 只是近十几年行政合并了仅此而已 之前 人家都是跟青岛平级的 都是叫 即墨市 胶州市 莱西市 胶南市 平度市 大家都是市 跟青岛市有什么关系？ 因为这是事实 不知道为什么要喷 这个年代是不是实话不能说？根本不存在什么歧视 看不起 大家都是平级市区 不分上下 大家说话口音完全不一样他部分习惯也不同 你就不是我 你为什么非得说是我？？你是我 那我是谁？这很奇怪 我很痛苦,24,认同逻辑2,"{2, 4}",{2},missed
因为这自古以来都是即墨的地盘，所以土著是即墨人，这里的即墨指的是除平度莱西胶州黄岛以外的所有青岛地区，不要说平度那个即墨，那个是上古即墨邑，我说的是从隋朝开始一直到清末的大一统的即墨县（大一统指人文方言文化习俗统一）,1,"认同逻辑1, 认同逻辑3, 认同逻辑4",{1},"{1, 3, 4}",spurious
大学两个舍友一个胶州的一个城阳的 俩人互相鄙视 城阳舍友说胶州不属于青岛（说胶州没划为区）胶州舍友说城阳啥啥都没有之后胶南即墨被划为区 胶州舍友气半死在宿舍说胶南穷为啥不把胶州划进区城阳舍友就特别希望找市南市北区男朋友 同级有个黄岛男生对她很好 俩人经常一起吃饭出去玩啥的 以为他俩能在一起但是城阳舍友嫌男生是黄岛的最后也不了了之了,125,"认同逻辑2, 认同逻辑6","{1, 2, 5}","{2, 6}",missed
胶东机场对市区来说远 我承认 但是那些市区的动不动的就潍坊机场 给潍坊建的机场 怎么的 合着胶州被你们划到潍坊去了呗？,1,"认同逻辑1, 认同逻辑2",{1},"{1, 2}",spurious
这个鄙视链是在老一辈那，因为当时青岛交通不发达，只有市南市北住人多，李沧黄岛是农村种地多。,17,"Vernacular Spatial Authority, Occupational Typification","{1, 7}",set(),missed
"“城阳不算青岛…”最近山东的小伙伴可能都刷到了这个视频，青岛大姨把城阳黄岛即墨胶州莱西平度开除岛籍，到底哪才是青岛呢？
 🛡️叠甲：坚决反对一切地域歧视和地图炮言行🙅
 🧒本人：家庭来自江苏常州多年在青岛上学工作（市南区实验-市实验初中-青岛二中）
 1.“算不算青岛”本质是一个“城 郊 对立”的说法，行政上各区市都属于青岛，但主城区的大姨群体不认同其他区市的人是“青岛人”
 2.【教育体系的隔离】多年以来城阳黄岛莱西等区市的学生，都无法报考市属重点高中（2 58 1 9），10年前崂山的学生仅有部分能报考（这也是崂山以前被开除岛籍的原因），至今城阳黄岛等区的学生也无法派位局属初中（实验 26 39 ），教育资源分布不均问题仍未解决。
  
 3.【方言口音的差异】主城区居民多是移民，更接近普通话，且有部分外语舶来词，这也是大姨们优越感的来源之一，城阳、黄岛（胶南）即墨本地人居多，口音和词汇更具地方性历史性。
 4.【道路交通的隔离】至今青岛主城区通往各区市的最便捷路线都需要交费：黄岛-海底隧道、城阳-青银高速、即墨平度莱西-青新龙青高速、胶州-跨海大桥，这在大型城市中是比较少见的人为隔离，导致产生了“进城”要交钱的优越心理，也增加了跨区通勤的成本。【再次呼吁海底隧道免费！】
  
 5. 【皈依者狂热】这一心理现象多出现在受过殖民影响的地区，主城区的移民们觉得自己继承老德意志正黑旗的衣钵，靠着优越感和歧视来构建区域居民认同。同样的病态心理也出现在部分上海、香港等地居民。
 6.【发展不均衡】抛去gdp这种和普通人关系不大的数据不谈，各区人均可支配收入基本符合“开除岛籍”视频中的描述，主城区包揽前几名（2022年度数据）。
  
 7.【被歧视、凝视者的反击】很多在主城区求学、工作的人都在租房、挤地铁公交的过程中遭受过大姨们的嘲讽、歧视、冒犯，互联网玩梗，既是消遣也是反击。
 【综上所述】“不算青岛”本身就是没有上海香港的命得了上海香港的病。一个歧视他人的人不会有大出息，一个排外甚至排内的城市不会有大发展。研究哪个区算青岛，不如研究如何促进教育公平、经济发展、交通畅通。",25,"认同逻辑1, 认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑5, 认同逻辑6","{2, 5}","{1, 2, 3, 4, 5, 6}",spurious
何止交通？医疗教育购物等等,-,认同逻辑5,set(),{5},spurious
乖乖，住城墙里头的是天龙人吗？讲话都这么吊了，其他都是乡下人哈哈哈,1,"认同逻辑6, 认同逻辑1",{1},"{1, 6}",spurious
按以前的行政区块，至少老下关、秦淮区城墙外的部分、雨花、建邺相当于城乡结合部，2000年以前仙林大学城那边还有不少农田的,2,"[认同逻辑2], [认同逻辑1]",{2},set(),missed
以前城墙以内，现在按行政区划。如果还按照以前，南京小县城都不如了，太小。现在南京全部加一起也不大，再减就没啦,2,认同逻辑1,{2},{1},missed
跟钱有什么关系？ta说的主城区是历史沿革，优越感来自于底蕴，有底蕴不等于有钱，扯上海人做什么,4,认同逻辑1,{4},{1},missed
肯定便利啊 仙林是宇宙的中心,15,认同逻辑1,"{1, 5}",{1},missed
什么时候方言成为决定是否是主城区的标准了？,4,[认同逻辑4],{4},set(),missed
行政上栖霞也是主城区，可是栖霞的边缘都到句容了，你能按行政区域划分？本地人从来不看这个,1,"认同逻辑1, 认同逻辑2",{1},"{1, 2}",spurious
从大胜关高铁过江这个角度可以看到河西skyline,-,认同逻辑5,set(),{5},spurious
我基本就是在海淀朝阳丰台活动，比较宅，从我家去公司也是走四环或者三环,-,认同逻辑1,set(),{1},spurious
？你家邻居送你酸杏跟人家好的熟的杏甜有啥关系吗我请问？你自己不会花钱买甜的？合着我不会做饭给你炒盘糊的难吃的西红柿炒鸡蛋 你就说所有西红柿炒鸡蛋都不好吃呗？什么逻辑啊？,-,认同逻辑6,set(),{6},spurious
东城：美术馆，北京名胜古迹集中营，以前南锣鼓巷称为中国的“秋叶原” 西城：学霸集中营，除了北京四中没有别的印象，宣武印象都比西城多 海淀：修电脑的，大学集中营，去漫展喽 朝阳：我家，好大 丰台：体育馆 石景山：石景山游乐园，我出生的地方，老山 门头沟：好远…………………… 房山：好远…………………… 通州：我奶奶家，以前叫通县，环球影城，以前落后现在发展特别好 顺义：小汤山？温泉？小学老去那边采摘园？ 昌平：回龙观和天通苑！人口密集居住地！ 大兴：机场可以接受河北信号 怀柔：说话带口音，没去过 平谷：大桃，说话带口音，没去过 密云：水库，说话带口音，没去过 延庆：只在天气预报见过龙庆峡，没去过,1,"[认同逻辑3], [认同逻辑4]",{1},set(),missed
密云，有密云水库，还有一些纪念馆，但是，交通就不太方便，就只有公交，你要是说北京应该就有地铁，说实话，我现在没见过只有公交，而且在镇上，你要去哪哪的也不方便，比如我要去快递驿站，我要骑一个小时的自行车才能去，骑回来，还要再一个小时其他的地方我就不知道了,5,[认同逻辑5],{5},set(),missed
东城，西城：房价贵 海淀：学校多 教育好 鸡娃 朝阳：潮人多 外地人也多 丰台：感觉好吃的挺多 石景山：有个很老的游乐场 门头沟：不太熟 房山，昌平，大兴，通州：好远 顺义：听朋友说那边有钱人多 怀柔：北京后花园 平谷：桃子 密云：水库 延庆：冰灯,-,"认同逻辑1, 认同逻辑3, 认同逻辑5, 认同逻辑6",set(),"{1, 3, 5, 6}",spurious
郊区:山好水好，人实在，生活节奏慢，玩的东西少，适合呆着。 市里:玩的东西多，生活节奏快，上个班跟竞走一样，有地铁，地铁里全是人肉味儿,-,认同逻辑5,set(),{5},spurious
东城：京爷您吉祥 西城：京爷您吉祥（这两个没贬义，因为感觉胡同多多的，是真京爷） 海淀：学的我想死，根本跟不上海淀学生😭我不会的他们都学过了😭 朝阳：上大学，就认识这一亩三分地 丰台：小时候去园博园 大学找朋友玩总去坐高铁 石景山：石景山游乐园+去过漫展 门头沟：总发大水 房山：朋友家 远远嘟 通州：副中心，环球影城 顺义：国际学校多有钱人多 社会大课堂总去七彩蝶园和鲜花港 昌平：大一在昌平，远，好朋友在那上大学 大兴：没什么印象，有漫展 怀柔：红螺寺 社会大课堂去过生存岛 平谷：看桃花 摘桃 密云：我家 去城里不方便😫存了半天喝不着水库水 延庆：远远嘟，去过世园会,5,"认同逻辑1, 认同逻辑4",{5},"{1, 4}",missed
西城：皇城根儿 正黄旗 东城：旅游景点 全是人 朝阳：潮 喜欢去那边玩 海淀：全是学霸 学生时期每周末都来补习 大兴：西瓜好吃 丰台：买花买鱼的地方 有点土潮 通州：环球影城 zf办公区 密云：水库环境好 鱼好吃 周末玩水 延庆：有口音 不算北京 怀柔：空气好 房山：猿人遗址 门头沟：发大水 平谷：不熟 有桃儿,4,"认同逻辑3, 认同逻辑4",{4},"{3, 4}",spurious
东城：老破小房价高 好多宰游客的景点 西城：老破小房价高 西单 好多宰游客的景点 海淀：老破小房价高 全是学校 什么好玩的都没有 朝阳：潮人and有钱人 好玩的商场挺多 丰台：郊区 小时候舞蹈考级去过 石景山：好远 门头沟：假期去烧烤 房山：好远 通州：好远 顺义：别墅区 八大处 风景不错 昌平：好远 大兴：好远 怀柔：好远 平谷：桃子好吃 密云：水库 或许可以去度假 延庆：好远,15,"认同逻辑1, 认同逻辑3, 认同逻辑5, 认同逻辑6","{1, 5}","{1, 3, 5, 6}",spurious
老师我家怀柔也想要地铁,-,认同逻辑5,set(),{5},spurious
东城：城里人 西城：城里人 海淀：很那个的地方 朝阳：巨大一片 哪都是朝阳 丰台：有什么啊 石景山：钢！(石景山同学说是城中村 门头沟：啊？ 房山：有一片学校 通州：待富 目前只有环球拿得出手 顺义：牛栏山一中 昌平：天通苑 大兴：荟聚 怀柔：有什么啊 平谷：大桃 还有音乐节 密云：水库 延庆：冬奥？,1,"认同逻辑1, 认同逻辑5",{1},"{1, 5}",spurious
东城：故宫 南锣鼓巷 西城：景山公园 海淀：卷子好难 初高中折磨我6年 朝阳：老去内头逛 石景山：不太熟就记得学校去内体育馆开过个运动会 丰台：不太熟就记得之前学校里有个住这儿的走读生 门头沟：对象在内块上过学 通州：太爱吹牛逼，，，远离卷毛老太太…… 昌平：超级合生汇 大兴：去机场千万别卡点…… 顺义：别墅 有钱的多 怀柔：慕田峪长城 雁栖湖 平谷：桃好吃！口音好重 密云：水库 南山滑雪场里面的教练好美 房山：周口店猿人遗址 延庆：八达岭长城 动物园,14,"认同逻辑1, 认同逻辑4, 认同逻辑5, 认同逻辑6, 认同逻辑7","{1, 4}","{1, 4, 5, 6, 7}",spurious
东城：东直门，雍和宫，朝外SOHO（？） 西城：安贞？安慧？蓟门桥？南礼士路 海淀：各大知名院校，如清华北大等，中关村，五道口，也是程序员聚集地 朝阳：京爷，四合院，城根底下，繁华都市 丰台：有点偏，外来打工人租房子或者住员工宿舍的地方，有些地方还没开发出来，稍微有点沧桑 石景山：不熟悉，也挺偏的，就知道个八角游乐园 门头沟：山里？挺偏的，那边的人挺横，打架不好欺负 房山：太偏了，总感觉快出北京了，那边房子相对较便宜,157,认同逻辑1,"{1, 5, 7}",{1},missed
东城：出生地 西城：学前班以及爷爷奶奶家 富贵之地 朝阳：定居➕身份证号 朝阳人民群众 商务区 使馆区 购物时尚 金融CBD 海淀 各种重点学校➕很多部队的人员居住➕学区房老破小➕IT 丰台：印象中南城外省市的流动人口最多 石景山：对它印象一直停留在石景山游乐园 大兴：水质很差 都是村 房山：口音很重 感觉路途遥远 都是景点 怀柔：周末远郊必去 昌平：上风口 选🪦的风水宝地和延庆一起堪称北京空气质量略好一筹的地区 密云：密云水库 🍑 古北水镇 口音也很重 延庆：除了山就是村 开车还要盘山 房子便宜的你都不认为它是北京！,1234,"Family Rootedness, Social Embeddedness, Administrative Legitimacy, Functional Livability, Occupational Typification, Vernacular Spatial Authority, Linguistic-Cultural Recognition","{1, 2, 3, 4}",set(),missed
你去好好研究一下历史，我房山人，《房山县志》写的清清楚楚！你还别跟我犟嘴，为什么延庆口音重，就因为延庆从河北划过来的！其他区一直是北京固有！只不过是因为一些原因，划到了河北，让河北暂时管理，你应该知道什么叫暂时！河北就管了几年，然后又划回来了！延庆才是从河北来的！你去问问你的历史老师，或者你看看其他区县的县志,24,"认同逻辑2, 认同逻辑3, 认同逻辑4","{2, 4}","{2, 3, 4}",spurious
思想别那么传统，我看你主页，小伙岁数也不大啊，怎么思想那么封建，北京16个区，一个区也不能少，任何一个区至关重要，如果你说三环外是农地，我告诉你，那是上世纪，我在六环里，现在六环建设也不差啊，我告诉你，北京指的是，城六区:东西海朝石丰，6个，一个也不能少，郊区，10个，一个也不能少！,2,认同逻辑1,{2},{1},missed
这是民国的吧。你这时间线就是乱的。一会又金国。一会又民国。金国北京和现在北京没用一点关系。现在北京始于明代。 民国十六年（1928）由于首都早迁往南京。北京慢慢就被肢解划给河北了。最后城里都没留住。直到建国才又直辖之后又陆续往回划所辖区域直到1958年才形成今天的北京。 明清顺天府（北京）其余地方还在河北手里。当然也不是复古。 您拿民国事情还能说说。金国就算了,2,"认同逻辑1, 认同逻辑2",{2},"{1, 2}",spurious
对 小时候管去东西城天安门叫进北京城，出去了就都叫郊区，这么一看北京发展还是挺快的，怪不得国外都以为中国还是农村,1,[认同逻辑1],{1},set(),missed
门头沟挺好的本地人占大部份 生活挺惬意 环境好人也不多 就是逛街啥的不太行小时候总觉得城里方便 年纪越大越不爱回东边了,5,"认同逻辑5, 认同逻辑6",{5},"{5, 6}",spurious
你公公纯老北京的话他们的意识里二环内才是北京三环就是郊区了,13,"认同逻辑1, 认同逻辑5","{1, 3}","{1, 5}",missed
在北京待了5，6年吧，其实一开始并不喜欢北京，到后来慢慢习惯这里，再到现在喜欢这里，举个最新鲜的例子，我爸前几天来北京玩儿住了一个多星期，他是脑梗偏瘫，二级残疾，右手右胳膊动不了，可以走路，但行动不便，右腿拐着的，每次带他出去说实话我都提心掉胆尤其上地铁（贫困家庭出行真没法次次打车，而且北京真的很堵，晕车也很难受）让我感受最深的是主动让座的都是北京大爷大妈（年轻人似乎就只有一次让座难道真的是因为上班族怨气太重了吗）而且是我爸一上车他们就看出来有问题，立马让他去座那种，我真的，心里真的万分感激，嘴里也不停的在说谢谢,-,"认同逻辑3, 认同逻辑6, 认同逻辑4",set(),"{3, 4, 6}",spurious
大学毕业后一直在朝阳工作，还嫌弃小时候长大的西城“无聊”，有孩子了回到西城，没事自行车去北海公园溜达，看病走路就到，小院里晒个被子，汽车也不用开了，堵车交通管制和我也没关系了，幸福指数直线上升。连周末都不“出城”去朝阳了，纳闷自己怎么能忍受那么些年朝阳的堵和躁,15,认同逻辑5,"{1, 5}",{5},missed
西村，44公里？？？？我只是看了地铁时长,-,认同逻辑1,set(),{1},spurious
我从小在东边，真的很少去西边，对那头特别不熟悉，上次去北展看个演出，明显感觉比东边老派。路边的连锁店是仙踪林，这牌子我有二十年没见过了小时候在老城区中心位置开过，没想到这牌子还在,-,"认同逻辑1, 认同逻辑3",set(),"{1, 3}",spurious
开车都要这么久……那要是坐地铁不更远……是不是经常在市区上班的住在延庆都不方便啊，以后也发展不起来了吗,5,"[认同逻辑1], [认同逻辑5]",{5},set(),missed
住在朝阳，社会关系大多在翠微周边，西边的确有点土，但那是低调，不低调也不敢啊！朝阳洋气不老少，但民营经济主导，总被西边看不起，这世界总会有你看不上我，我看不上你的事儿！,146,"[认同逻辑1], [认同逻辑6]","{1, 4, 6}",set(),missed
几代人都在海淀，时尚黑洞真不冤，很松弛但西城海淀的优质房产保值度高，朝阳很多盘跌的稀碎。虽然朝阳能买3.500平的明星小区，西城海淀也就只能买个改善盘大平层…,36,"认同逻辑3, 认同逻辑6, 认同逻辑5","{3, 6}","{3, 5, 6}",spurious
我小时候住海淀长大了住望京，后来孩子上学回海淀，个人感觉望京比较适合年轻人生活，休闲自在啥都有，海淀吧，我住这地儿，真就只能上学，啥啥都破破的，每一天都想着赶紧上完学搬家,-,认同逻辑5,set(),{5},spurious
我住东二环 我爸妈住东四环 上班在西四环 我每天上班我感觉像出国 再赶上西四环交通管制 （海关排队,1,[认同逻辑1],{1},set(),missed
哈哈哈，东和西真的就像异地一样。开车去东边太难了，但我又不爱坐地铁,-,认同逻辑5,set(),{5},spurious
不算吧~最早那边是一大片荒地~小时候去石景山游乐园时下了地铁还要走好远才到~边上只有荒地什么都没有~后来慢慢建了小区~,1,"认同逻辑1, 认同逻辑3",{1},"{1, 3}",spurious
对于我这城里土生土长的北京人的陈旧的思想：东边过了东大桥就是农村。西边过了官园就是农村。北边出了北三环就是农村。南边过了自然博物馆就是农村。海淀区就中关村再往西北就农村。丰台都郊县原来打电话都带郊直费。通州是哪？哦你说通县呀。去趟顺义一天回不来得住村里。延庆我草得坐火车(原来真从西直门坐火车),13,认同逻辑1,"{1, 3}",{1},missed
什么叫乡下？你的定义是什么？周边也一大把出生就是城镇户口，父母都是工人或者事业单位公务员，家里没有土地，怎么就是乡下了？要你这么说全国就没有几个不是乡下的地方了。,-,认同逻辑6,set(),{6},spurious
一样去杭州读个破大学反而还被歧视乡下人了，余杭读了12年书一点事都没有，天天说我们没归属感，那边又歧视我们，说我们乡下人，硬贴杭州，老底子杭州屁大点地方，吞了多少才发展起来自己没点数,-,认同逻辑1,set(),{1},spurious
一般当能答出杭州哪里（比如武林门，采荷，翠苑，朝晖这种称呼）后因为密码正确接下来的语言模式会自动切换为杭州话（特指老市区范围的杭州话，毕竟稍微隔几公里就会出现口音差异了）哈哈哈,4,"认同逻辑1, 认同逻辑4",{4},"{1, 4}",spurious
不一定因为杭州市区的瞧不起周边的又因为杭州政府做的不地道很多区的人都对杭州没有归属感，问你哪里人只是问你你觉得你是哪里人罢了,1,"Vernacular Spatial Authority, Functional Livability, Administrative Legitimacy, Family Rootedness",{1},set(),missed
我西湖区三墩镇，我都说自己杭州乡下人……跟他们城里人讲的话不一样,14,Vernacular Spatial Authority,"{1, 4}",set(),missed
会啊，城里的就不太看得起我们这种乡下的，虽然钱还没我们多，像我们西湖区都是乡下地方，讲的都是老余杭的话，跟他们上城下城都是讲杭州话的，还是有点差别，哈哈哈啊,14,"认同逻辑1, 认同逻辑4, 认同逻辑6","{1, 4}","{1, 4, 6}",spurious
你同学说错了，西湖区也是乡下，因为我们这讲的都是余杭话，其他几个区讲的都是杭州话,14,认同逻辑4,"{1, 4}",{4},missed
那你是杭州市区的吧，我是富阳的，以前是独立的市，前几年才划进杭州的,2,[认同逻辑2],{2},set(),missed
你都划到萧山了，就把我最顶上的大塘栖也划进去呗，让我也体验体验住在市区是啥体验,1,"认同逻辑2, 认同逻辑5",{1},"{2, 5}",missed
杭州人至少要说杭州话，萧山话杭州人都听不懂，硬划进杭州市区，别说杭州人了，问问萧山人干吗？,14,认同逻辑4,"{1, 4}",{4},missed
现用名：花都（区）  原名：花县  汉朝：属番禺管辖  隋朝：属南海县辖  宋以后：分属番禺、南海县辖  清康熙二十五年（公元1686 年）：取南海、番禺两县部分区域置县，因县城近花山，定名“花县”，属广州府。  民国时期：花县主要由省直辖  新中国成立后：隶属江北专区、珠江专区、粤北行政区、佛山专区  1960年4月：划为广州市属县。  1993年6月18日：经国家批准，撤县设市（县级），撤销花县，定名为“花都”，由省人民政府委托广州市代管。  2000年5月21日：经国家批准撤市设区，成为广州市花都区,-,认同逻辑2,set(),{2},spurious
没错，大致就是东山还没并入的越秀区，还有一些后来并入的比如矿泉街道、桂花岗也不算进去,1,"认同逻辑2, 认同逻辑1",{1},"{1, 2}",spurious
我小时候一直在河南住，满口番禺顺德乡下口音，乡下仔来的,14,认同逻辑4,"{1, 4}",{4},missed
对哈哈哈 有祠堂有分红有地 从来没怀疑过自己,6,"Family Rootedness, Social Embeddedness",{6},set(),missed
我觉得唔紧要啊，起码人地真的学起来了，不是现在很多不友好的外地人，你一说白话，对方就一副妹仔大过主人婆的样子叫你讲普通话,4,[Linguistic-Cultural Recognition],{4},set(),missed
祠堂有你的名字才算是广州人，不然不算，这是最基本的，跟你去陈家祠买不买门票没关系。你逻辑都搞不清楚,3,[认同逻辑3],{3},set(),missed
陈家祠有你分红就关你事，冇就过主啦,6,[认同逻辑6],{6},set(),missed
错了，广州城系西至西门口，东至东山口，北至小北，南至南关，加上西关东山三元里河南四区。大部分有分红的村都唔系广州。,1,"认同逻辑1, 认同逻辑6",{1},"{1, 6}",spurious
错了，广州城系西至西门口，东至东山口，北至小北，南至南关，加上西关东山三元里河南四区。大部分有分红的村都唔系广州。,1,"Vernacular Spatial Authority, Social Embeddedness",{1},set(),missed
其实是反过来的，村民以前在老广眼里是乡下人，只不过郊区城镇化之后村民平均生活水平比之前的老城区市民高，现在基本在广州会粤语都当你广州人，只不过有些人挑拨离间，广州人又要有祠堂分红又要在老三区，能满足这俩点的全广州找不出20万个，那还得了,4,"认同逻辑1, 认同逻辑3, 认同逻辑4, 认同逻辑6",{4},"{1, 3, 4, 6}",spurious
系咯，我有个同学系赤岗d村民啊，佢话佢乡下系三水。唔多明d人点解觉得有分红又祠堂先系土著，奇怪🤔,2,[认同逻辑6],{2},set(),missed
我从来未霖过呢个问题，结果系个帖子度睇下八卦，被判定唔系广州人以我知道嘅我屋企对上几代都系广州（更前几代唔知系因为我从未问过家族史），身份证4401，一直都系讲粤语，住村度有分红，跟住帖度d人话，冇祠堂就唔系，fine，原来我一直都系外地人，我地成村都冇祠堂，估计一村人都系外地人，真系笑佐,346,"认同逻辑2, 认同逻辑4, 认同逻辑6","{3, 4, 6}","{2, 4, 6}",missed
土生土长怎么就不是本地人了，我刚满月就随父母来广州定居，在广州长大几十年，我也很自豪地是说自己是广州人,3,[认同逻辑3],{3},set(),missed
在广州三代以内上就算真正广州人，二代以内是新广州人，一代开荒牛是广州移民，三代都不讲广州话的是外省广州人（祖宗是捞佬）来广州的。,34,"Family Rootedness, Linguistic-Cultural Recognition","{3, 4}",set(),missed
我爸广州天河本地的 但是当时我妈老家有分红 把我户口跟妈妈了 那我也不算广州的 我爸总说 你就是广州的所以我是不是广州本地的啊（说的一口流利粤语 从小就在广州长大）,34,"认同逻辑2, 认同逻辑3, 认同逻辑4","{3, 4}","{2, 3, 4}",spurious
首先你会讲白话吗？,4,,{4},set(),missed
我认为的，如果户口是那就是啊 广州居民，不是老广（老广指村里有分红的）；新广就是买房定居广州（新入户广州的）,26,"Administrative Legitimacy, Social Embeddedness, Family Rootedness","{2, 6}",set(),missed
错了，广州城系西至西门口，东至东山口，北至小北，南至南关，加上西关东山三元里河南四区。大部分有分红的村都唔系广州。,1,"认同逻辑1, 认同逻辑6",{1},"{1, 6}",spurious
错了，广州城系西至西门口，东至东山口，北至小北，南至南关，加上西关东山三元里河南四区。大部分有分红的村都唔系广州。,1,"Vernacular Spatial Authority, Social Embeddedness",{1},set(),missed
边个话你知老广就有分红，有分红都是村镇的，老广是住市区的,1,"认同逻辑1, 认同逻辑6",{1},"{1, 6}",spurious
是不是本地人对你来说有啥本质区别吗，反正你又没分红,6,[认同逻辑6],{6},set(),missed
想是就是，看自己的归属感,-,"认同逻辑3, 认同逻辑4",set(),"{3, 4}",spurious
算啦，是不是本地的重要吗？ 现在粤语都没人讲了，分红也只有村民有,46,"Linguistic-Cultural Recognition, Social Embeddedness","{4, 6}",set(),missed
你有分红就是，没分红就…有概率不是。,6,[认同逻辑6],{6},set(),missed
这样算的话就没有多少广州人了，以前广州城很小的，只要你认可广州文化会讲广州话就是广州人了，别说有分红的才叫广州人，很多市区的广州人都没有分红，祖籍都是广州周边城市，但是三代在广州了,34,"认同逻辑1, 认同逻辑3, 认同逻辑4","{3, 4}","{1, 3, 4}",spurious
历史流流长，世界咁大。只要户口在广州且会讲白话，有文化认同那就是广州人。我理论上祖籍茂名，祖上因为打地主走过来。我阿爷係华师学生，后来喺番禺起屋做老师。我屋企而家已经同茂名那边几乎冇关系，一个人都唔识。我唔觉得我係第二个地方嘅人。至于番禺嘅归属，那是另一个话题,246,"Linguistic-Cultural Recognition, Family Rootedness","{2, 4, 6}",set(),missed
我妈果边是世代广州人，但是地主被没收财产，变成疍家人了，无地唔系村民，我爷在广州出世，感我系广州人吗？我觉得我系，但我无分红无地无屋,3,"认同逻辑3, 认同逻辑6",{3},"{3, 6}",spurious
有没有祠堂？有没有地？有没有分红？,36,"Family Rootedness, Social Embeddedness","{3, 6}",set(),missed
身份证唔系44010，因为阿妈吾系广州宜边，要先入阿妈度，我阿妈先可以签过黎广州，有村，冇分红（老豆打啊爷工，要转居民），住祖屋宅基地，条村年年爬龙船，有阵时玩船头旗位，啊嘛挂左罗左D死股，每年分D西甘多钱。甘算吾算？,46,"Administrative Legitimacy, Family Rootedness, Linguistic-Cultural Recognition, Social Embeddedness","{4, 6}",set(),missed
对啊我也想知道我们家在从化的村里有个几百年的祠堂，肯定算从化土著了。但是一几年并入广州之后身份证变了，不知道算不算广州土著。,2,"Family Rootedness, Administrative Legitimacy",{2},set(),missed
这么说吧，广州前段时间村里分分红，你家有吗？没就不算,6,[认同逻辑6],{6},set(),missed
我住德政中，无村无分红,6,[认同逻辑6],{6},set(),missed
