row_index,comment_id,comment_type,text,golden,models_missing_label,models_with_label,num_models_missing_label,num_models_with_label,Qwen3-235B-A22B_few_shot_prediction,Qwen3-235B-A22B_few_shot_has_4,Qwen3-32B_no_cot_prediction,Qwen3-32B_no_cot_has_4,gemma-3-27b-it_zero_shot_prediction,gemma-3-27b-it_zero_shot_has_4,Qwen3-32B_few_shot_prediction,Qwen3-32B_few_shot_has_4,Qwen3-32B_zero_shot_prediction,Qwen3-32B_zero_shot_has_4,gemma-3-27b-it_no_cot_prediction,gemma-3-27b-it_no_cot_has_4,Qwen3-235B-A22B_zero_shot_prediction,Qwen3-235B-A22B_zero_shot_has_4,gemma-3-27b-it_few_shot_prediction,gemma-3-27b-it_few_shot_has_4,Qwen3-235B-A22B_no_cot_prediction,Qwen3-235B-A22B_no_cot_has_4
328,comment_gz2_1_30,comment,在广州三代以内上就算真正广州人，二代以内是新广州人，一代开荒牛是广州移民，三代都不讲广州话的是外省广州人（祖宗是捞佬）来广州的。,34,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,,False,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True
330,comment_gz2_1_56,comment,首先你会讲白话吗？,4,"['gemma-3-27b-it_zero_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",3,6,认同逻辑4,True,认同逻辑4,True,,False,认同逻辑4,True,,False,认同逻辑1,False,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True
338,comment_gz2_1_71,comment,算啦，是不是本地的重要吗？ 现在粤语都没人讲了，分红也只有村民有,46,"['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot']","['Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",2,7,,False,"认同逻辑4, 认同逻辑6",True,,False,"认同逻辑4, 认同逻辑6",True,"认同逻辑4, 认同逻辑6",True,"认同逻辑6, 认同逻辑4",True,"认同逻辑4, 认同逻辑6",True,"认同逻辑4, 认同逻辑6",True,"认同逻辑3, 认同逻辑4, 认同逻辑6",True
342,comment_gz2_1_81,comment,历史流流长，世界咁大。只要户口在广州且会讲白话，有文化认同那就是广州人。我理论上祖籍茂名，祖上因为打地主走过来。我阿爷係华师学生，后来喺番禺起屋做老师。我屋企而家已经同茂名那边几乎冇关系，一个人都唔识。我唔觉得我係第二个地方嘅人。至于番禺嘅归属，那是另一个话题,246,"['gemma-3-27b-it_zero_shot', 'Qwen3-32B_zero_shot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",2,7,"认同逻辑2, 认同逻辑3, 认同逻辑4",True,"认同逻辑2, 认同逻辑4, 认同逻辑3",True,,False,"认同逻辑2, 认同逻辑4",True,,False,"认同逻辑4, 认同逻辑3",True,"认同逻辑2, 认同逻辑4, 认同逻辑3, 认同逻辑1",True,"认同逻辑2, 认同逻辑3, 认同逻辑4",True,"认同逻辑2, 认同逻辑3, 认同逻辑4",True
345,comment_gz2_1_90,comment,身份证唔系44010，因为阿妈吾系广州宜边，要先入阿妈度，我阿妈先可以签过黎广州，有村，冇分红（老豆打啊爷工，要转居民），住祖屋宅基地，条村年年爬龙船，有阵时玩船头旗位，啊嘛挂左罗左D死股，每年分D西甘多钱。甘算吾算？,46,"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']","['Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot']",5,4,"认同逻辑2, 认同逻辑3, 认同逻辑6",False,"认同逻辑2, 认同逻辑6",False,,False,"认同逻辑2, 认同逻辑6, 认同逻辑4",True,"认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑6",True,"认同逻辑3, 认同逻辑6, 认同逻辑4",True,"认同逻辑2, 认同逻辑3, 认同逻辑4, 认同逻辑6",True,"认同逻辑2, 认同逻辑3, 认同逻辑6",False,"认同逻辑2, 认同逻辑3, 认同逻辑6",False
357,comment_gz2_1_139,comment,咁你识5识讲广州话啊？ 识讲，又无口音咪喺广州人啰,4,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,认同逻辑4,True,认同逻辑4,True,,False,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True
360,comment_gz2_1_176,comment,从小土生土长，会说流利白话就算是，别人也分辨不出来的，我的就是很浓的白云某村口音白话,34,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,,False,"认同逻辑3, 认同逻辑4",True,"认同逻辑4, 认同逻辑3",True,认同逻辑4,True,"认同逻辑4, 认同逻辑3",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True
369,comment_gz2_1_195,comment,籍贯广州，广州村民，清明去白云山上拜，几代祖先都在山上，而不是去公共墓园，家庭所有成员粤语完全不带口音,134,['gemma-3-27b-it_zero_shot'],"['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,,False,"认同逻辑3, 认同逻辑4",True,"认同逻辑1, 认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True,"认同逻辑3, 认同逻辑4",True
377,comment_gz2_1_248,comment,讲白话？,4,"['gemma-3-27b-it_zero_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'gemma-3-27b-it_few_shot']","['Qwen3-235B-A22B_few_shot', 'Qwen3-32B_no_cot', 'Qwen3-32B_few_shot', 'Qwen3-235B-A22B_zero_shot', 'Qwen3-235B-A22B_no_cot']",4,5,认同逻辑4,True,认同逻辑4,True,,False,认同逻辑4,True,,False,,False,认同逻辑4,True,,False,认同逻辑4,True
379,reply_gz2_1_258_1,reply,不会说不算,4,"['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_few_shot']","['Qwen3-32B_no_cot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'Qwen3-235B-A22B_no_cot']",2,7,,False,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True,"认同逻辑1, 认同逻辑4",True,认同逻辑4,True,,False,认同逻辑4,True
388,reply_gz2_1_268_14,reply,增城是后来并入广州的，甚至连大家口中广义上的广州人都不算贴主要是会说粤语我觉得他可能更适合说自己是广州本地人,4,['Qwen3-32B_no_cot'],"['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,"认同逻辑2, 认同逻辑4",True,认同逻辑2,False,"认同逻辑2, 认同逻辑4",True,认同逻辑4,True,"认同逻辑2, 认同逻辑4",True,认同逻辑4,True,"认同逻辑2, 认同逻辑1, 认同逻辑4",True,"认同逻辑2, 认同逻辑4",True,"认同逻辑2, 认同逻辑4",True
393,reply_wuhan2_1_1_5,reply,我经常因为我的青普被当成外码,4,['Qwen3-32B_no_cot'],"['Qwen3-235B-A22B_few_shot', 'gemma-3-27b-it_zero_shot', 'Qwen3-32B_few_shot', 'Qwen3-32B_zero_shot', 'gemma-3-27b-it_no_cot', 'Qwen3-235B-A22B_zero_shot', 'gemma-3-27b-it_few_shot', 'Qwen3-235B-A22B_no_cot']",1,8,认同逻辑4,True,认同逻辑1,False,"认同逻辑1, 认同逻辑4",True,认同逻辑4,True,"认同逻辑1, 认同逻辑4",True,"认同逻辑1, 认同逻辑4",True,认同逻辑4,True,认同逻辑4,True,认同逻辑4,True
